arm,dataset,error_type,file_name,label,cls_score
H,Colon_clinicDB,lowest_scoring_positive,images/424.png,1,0.5152410864830017
H,Colon_clinicDB,lowest_scoring_positive,images/152.png,1,0.633618950843811
H,Colon_clinicDB,lowest_scoring_positive,images/456.png,1,0.658132791519165
H,Colon_clinicDB,lowest_scoring_positive,images/440.png,1,0.6807757019996643
H,Colon_clinicDB,lowest_scoring_positive,images/8.png,1,0.6809678077697754
H,Colon_clinicDB,lowest_scoring_positive,images/419.png,1,0.7055513858795166
H,Colon_clinicDB,lowest_scoring_positive,images/383.png,1,0.7261955142021179
H,Colon_clinicDB,lowest_scoring_positive,images/382.png,1,0.7271471619606018
H,Colon_clinicDB,lowest_scoring_positive,images/374.png,1,0.7341345548629761
H,Colon_colonDB,lowest_scoring_positive,images/231.png,1,0.371417373418808
H,Colon_colonDB,lowest_scoring_positive,images/360.png,1,0.42256879806518555
H,Colon_colonDB,lowest_scoring_positive,images/325.png,1,0.4988999366760254
H,Colon_colonDB,lowest_scoring_positive,images/324.png,1,0.5549883842468262
H,Colon_colonDB,lowest_scoring_positive,images/204.png,1,0.6486574411392212
H,Colon_colonDB,lowest_scoring_positive,images/278.png,1,0.6638407707214355
H,Colon_colonDB,lowest_scoring_positive,images/298.png,1,0.6638407707214355
H,Colon_colonDB,lowest_scoring_positive,images/377.png,1,0.673467755317688
H,Colon_colonDB,lowest_scoring_positive,images/4.png,1,0.6744602918624878
H,Colon_colonDB,lowest_scoring_positive,images/238.png,1,0.6770985126495361
H,Liver,highest_scoring_negative,good/img/3_428.png,0,0.8347259163856506
H,Liver,highest_scoring_negative,good/img/3_427.png,0,0.8345212936401367
H,Liver,highest_scoring_negative,good/img/3_433.png,0,0.8329830169677734
H,Liver,highest_scoring_negative,good/img/3_429.png,0,0.8320199251174927
H,Liver,highest_scoring_negative,good/img/3_430.png,0,0.8306955695152283
H,Liver,highest_scoring_negative,good/img/3_432.png,0,0.8306572437286377
H,Liver,highest_scoring_negative,good/img/3_424.png,0,0.8290033936500549
H,Liver,highest_scoring_negative,good/img/3_425.png,0,0.8286311030387878
H,Liver,highest_scoring_negative,good/img/2_437.png,0,0.8266023397445679
H,Liver,highest_scoring_negative,good/img/3_423.png,0,0.8264684081077576
H,Liver,lowest_scoring_positive,ungood/img/8_367.png,1,0.29235944151878357
H,Liver,lowest_scoring_positive,ungood/img/10_327.png,1,0.32670989632606506
H,Liver,lowest_scoring_positive,ungood/img/9_411.png,1,0.32945889234542847
H,Liver,lowest_scoring_positive,ungood/img/8_368.png,1,0.3431568741798401
H,Liver,lowest_scoring_positive,ungood/img/4_566.png,1,0.3690817654132843
H,Liver,lowest_scoring_positive,ungood/img/8_369.png,1,0.37152937054634094
H,Liver,lowest_scoring_positive,ungood/img/4_587.png,1,0.39587870240211487
H,Liver,lowest_scoring_positive,ungood/img/4_574.png,1,0.4616256654262543
H,Liver,lowest_scoring_positive,ungood/img/4_573.png,1,0.4888630211353302
H,Liver,lowest_scoring_positive,ungood/img/4_572.png,1,0.49725624918937683
H,Retina,highest_scoring_negative,good/img/5_21.png,0,0.7830325961112976
H,Retina,highest_scoring_negative,good/img/5_23.png,0,0.7728687524795532
H,Retina,highest_scoring_negative,good/img/2_22.png,0,0.7677998542785645
H,Retina,highest_scoring_negative,good/img/5_29.png,0,0.7664220333099365
H,Retina,highest_scoring_negative,good/img/2_36.png,0,0.7636690139770508
H,Retina,highest_scoring_negative,good/img/2_37.png,0,0.7633812427520752
H,Retina,highest_scoring_negative,good/img/2_99.png,0,0.750968873500824
H,Retina,highest_scoring_negative,good/img/8_18.png,0,0.7487387657165527
H,Retina,highest_scoring_negative,good/img/8_12.png,0,0.7467305064201355
H,Retina,highest_scoring_negative,good/img/10_12.png,0,0.7449980974197388
H,Retina,lowest_scoring_positive,ungood/img/3_101.png,1,0.3177337050437927
H,Retina,lowest_scoring_positive,ungood/img/3_99.png,1,0.3179967701435089
H,Retina,lowest_scoring_positive,ungood/img/3_118.png,1,0.31842026114463806
H,Retina,lowest_scoring_positive,ungood/img/3_103.png,1,0.3187820613384247
H,Retina,lowest_scoring_positive,ungood/img/3_107.png,1,0.31923365592956543
H,Retina,lowest_scoring_positive,ungood/img/3_104.png,1,0.3193054497241974
H,Retina,lowest_scoring_positive,ungood/img/3_114.png,1,0.31986454129219055
H,Retina,lowest_scoring_positive,ungood/img/3_109.png,1,0.3199591338634491
H,Retina,lowest_scoring_positive,ungood/img/3_102.png,1,0.3202468454837799
H,Retina,lowest_scoring_positive,ungood/img/3_92.png,1,0.32033154368400574
A,Brain,highest_scoring_negative,good/img/01146_60.png,0,0.856094479560852
A,Brain,highest_scoring_negative,good/img/00799_61.png,0,0.8555442690849304
A,Brain,highest_scoring_negative,good/img/00799_60.png,0,0.8554746508598328
A,Brain,highest_scoring_negative,good/img/01146_61.png,0,0.8550580739974976
A,Brain,highest_scoring_negative,good/img/01146_62.png,0,0.853641927242279
A,Brain,highest_scoring_negative,good/img/00146_61.png,0,0.8524080514907837
A,Brain,highest_scoring_negative,good/img/00146_62.png,0,0.8521918654441833
A,Brain,highest_scoring_negative,good/img/00231_61.png,0,0.8508219718933105
A,Brain,highest_scoring_negative,good/img/00146_60.png,0,0.8499251008033752
A,Brain,highest_scoring_negative,good/img/00231_62.png,0,0.8489782214164734
A,Brain,lowest_scoring_positive,Ungood/img/01265_92.png,1,0.49012964963912964
A,Brain,lowest_scoring_positive,Ungood/img/01429_76.png,1,0.49715787172317505
A,Brain,lowest_scoring_positive,Ungood/img/00009_68.png,1,0.5160912871360779
A,Brain,lowest_scoring_positive,Ungood/img/01429_84.png,1,0.517184853553772
A,Brain,lowest_scoring_positive,Ungood/img/00077_76.png,1,0.5232875347137451
A,Brain,lowest_scoring_positive,Ungood/img/01262_76.png,1,0.5247874855995178
A,Brain,lowest_scoring_positive,Ungood/img/01170_92.png,1,0.5258947610855103
A,Brain,lowest_scoring_positive,Ungood/img/00112_92.png,1,0.5291237831115723
A,Brain,lowest_scoring_positive,Ungood/img/01482_60.png,1,0.530363917350769
A,Brain,lowest_scoring_positive,Ungood/img/01482_68.png,1,0.5322887897491455
A,Colon_Kvasir,lowest_scoring_positive,images/cju8ashhnquqr0801rwduzt7d.png,1,0.4415910840034485
A,Colon_Kvasir,lowest_scoring_positive,images/cju42xpi8lw4w0871ve317a1p.png,1,0.4587411880493164
A,Colon_Kvasir,lowest_scoring_positive,images/cju1f5x1164xv08555654c24r.png,1,0.4794463813304901
A,Colon_Kvasir,lowest_scoring_positive,images/cju5clr68b48r0755cmuvponm.png,1,0.48027822375297546
A,Colon_Kvasir,lowest_scoring_positive,images/cju5wj0faly5008187n6530af.png,1,0.48265165090560913
A,Colon_Kvasir,lowest_scoring_positive,images/cju893jmdompz0817xn3g1w4h.png,1,0.48357924818992615
A,Colon_Kvasir,lowest_scoring_positive,images/ck2da7fwcjfis07218r1rvm95.png,1,0.4860023856163025
A,Colon_Kvasir,lowest_scoring_positive,images/cju773hsyyosz0817pk1e7sjq.png,1,0.4905647337436676
A,Colon_Kvasir,lowest_scoring_positive,images/cju40wto5kxwi0755it190f2k.png,1,0.49970439076423645
A,Colon_Kvasir,lowest_scoring_positive,images/cju5wqonpm0e60801z88ewmy1.png,1,0.5122441053390503
A,Colon_clinicDB,lowest_scoring_positive,images/153.png,1,0.36347705125808716
A,Colon_clinicDB,lowest_scoring_positive,images/574.png,1,0.48128944635391235
A,Colon_clinicDB,lowest_scoring_positive,images/401.png,1,0.484516441822052
A,Colon_clinicDB,lowest_scoring_positive,images/591.png,1,0.48666855692863464
A,Colon_clinicDB,lowest_scoring_positive,images/612.png,1,0.48737916350364685
A,Colon_clinicDB,lowest_scoring_positive,images/605.png,1,0.49487167596817017
A,Colon_clinicDB,lowest_scoring_positive,images/604.png,1,0.5024124979972839
A,Colon_clinicDB,lowest_scoring_positive,images/424.png,1,0.5056381821632385
A,Colon_clinicDB,lowest_scoring_positive,images/585.png,1,0.5119367837905884
A,Colon_clinicDB,lowest_scoring_positive,images/456.png,1,0.5181387662887573
A,Colon_colonDB,lowest_scoring_positive,images/231.png,1,0.34991487860679626
A,Colon_colonDB,lowest_scoring_positive,images/375.png,1,0.4061848223209381
A,Colon_colonDB,lowest_scoring_positive,images/349.png,1,0.41836267709732056
A,Colon_colonDB,lowest_scoring_positive,images/360.png,1,0.4360281825065613
A,Colon_colonDB,lowest_scoring_positive,images/131.png,1,0.4362679421901703
A,Colon_colonDB,lowest_scoring_positive,images/345.png,1,0.4888952076435089
A,Colon_colonDB,lowest_scoring_positive,images/325.png,1,0.5340631604194641
A,Colon_colonDB,lowest_scoring_positive,images/238.png,1,0.6101306080818176
A,Colon_colonDB,lowest_scoring_positive,images/122.png,1,0.6190623641014099
A,Colon_colonDB,lowest_scoring_positive,images/278.png,1,0.6538621187210083
A,Liver,highest_scoring_negative,good/img/9_511.png,0,0.8437774777412415
A,Liver,highest_scoring_negative,good/img/7_496.png,0,0.8435843586921692
A,Liver,highest_scoring_negative,good/img/6_486.png,0,0.8434171676635742
A,Liver,highest_scoring_negative,good/img/10_450.png,0,0.8418638706207275
A,Liver,highest_scoring_negative,good/img/10_451.png,0,0.8394612669944763
A,Liver,highest_scoring_negative,good/img/9_512.png,0,0.8363110423088074
A,Liver,highest_scoring_negative,good/img/2_437.png,0,0.8346989154815674
A,Liver,highest_scoring_negative,good/img/3_427.png,0,0.8345165848731995
A,Liver,highest_scoring_negative,good/img/3_429.png,0,0.833993673324585
A,Liver,highest_scoring_negative,good/img/10_453.png,0,0.8323633670806885
A,Liver,lowest_scoring_positive,ungood/img/8_367.png,1,0.3757935166358948
A,Liver,lowest_scoring_positive,ungood/img/9_411.png,1,0.38290730118751526
A,Liver,lowest_scoring_positive,ungood/img/4_587.png,1,0.3846149742603302
A,Liver,lowest_scoring_positive,ungood/img/6_337.png,1,0.38598665595054626
A,Liver,lowest_scoring_positive,ungood/img/10_329.png,1,0.3899093270301819
A,Liver,lowest_scoring_positive,ungood/img/6_336.png,1,0.3922717869281769
A,Liver,lowest_scoring_positive,ungood/img/8_369.png,1,0.39334914088249207
A,Liver,lowest_scoring_positive,ungood/img/8_368.png,1,0.39453402161598206
A,Liver,lowest_scoring_positive,ungood/img/9_374.png,1,0.39522963762283325
A,Liver,lowest_scoring_positive,ungood/img/10_327.png,1,0.39692234992980957
A,Retina,highest_scoring_negative,good/img/5_21.png,0,0.7631310224533081
A,Retina,highest_scoring_negative,good/img/5_23.png,0,0.7535887360572815
A,Retina,highest_scoring_negative,good/img/2_36.png,0,0.748701810836792
A,Retina,highest_scoring_negative,good/img/2_99.png,0,0.7456402778625488
A,Retina,highest_scoring_negative,good/img/2_37.png,0,0.7455793619155884
A,Retina,highest_scoring_negative,good/img/5_29.png,0,0.7454314231872559
A,Retina,highest_scoring_negative,good/img/2_22.png,0,0.7430630326271057
A,Retina,highest_scoring_negative,good/img/8_12.png,0,0.7366915941238403
A,Retina,highest_scoring_negative,good/img/8_18.png,0,0.7347317337989807
A,Retina,highest_scoring_negative,good/img/4_34.png,0,0.7324226498603821
A,Retina,lowest_scoring_positive,ungood/img/3_109.png,1,0.31479132175445557
A,Retina,lowest_scoring_positive,ungood/img/3_101.png,1,0.31570470333099365
A,Retina,lowest_scoring_positive,ungood/img/3_118.png,1,0.3162214457988739
A,Retina,lowest_scoring_positive,ungood/img/3_103.png,1,0.3170016407966614
A,Retina,lowest_scoring_positive,ungood/img/3_115.png,1,0.31735631823539734
A,Retina,lowest_scoring_positive,ungood/img/3_114.png,1,0.3174361288547516
A,Retina,lowest_scoring_positive,ungood/img/3_102.png,1,0.31747913360595703
A,Retina,lowest_scoring_positive,ungood/img/3_119.png,1,0.3177240788936615
A,Retina,lowest_scoring_positive,ungood/img/3_34.png,1,0.31833696365356445
A,Retina,lowest_scoring_positive,ungood/img/3_99.png,1,0.31835630536079407
