arm,index,image_id,category,label,area_ratio,size_stratum,connected_components,boundary_area_ratio,pixel_auroc,pixel_ap,image_score,normal_tail_p99,anomaly_tail_p01,raw_final_l1
H,19,candle/Data/Images/Anomaly/027.JPG,candle,1,0.0006559234358462158,small,2,1.0,0.9929662634576293,0.11317032522176432,0.660430908203125,2.6537557573647064e-07,7.660767131767443e-09,0.001918065594509244
H,20,candle/Data/Images/Anomaly/097.JPG,candle,1,0.01558936211445864,large,1,0.29691608893138893,0.9967421159145308,0.8117611658488133,0.7948148846626282,0.0021479346323758364,0.00015892530791461468,0.005932125728577375
H,21,candle/Data/Images/Normal/0237.JPG,candle,0,0.0,normal,0,0.0,,,0.2154144048690796,6.582997702508919e-09,,2.4460461434117065e-10
H,22,candle/Data/Images/Normal/0552.JPG,candle,0,0.0,normal,0,0.0,,,0.23257756233215332,6.674110153426227e-09,,3.473715759483298e-10
H,23,candle/Data/Images/Anomaly/048.JPG,candle,1,3.7268377036716806e-05,small,1,1.0,0.999934405211804,0.25856348903119825,0.6133158206939697,6.922205386672431e-08,1.182836285806843e-06,0.0002013039484154433
H,24,candle/Data/Images/Normal/0363.JPG,candle,0,0.0,normal,0,0.0,,,0.21822713315486908,1.1735997951234367e-08,,5.617799558876868e-10
H,25,candle/Data/Images/Normal/0796.JPG,candle,0,0.0,normal,0,0.0,,,0.21605509519577026,8.288680852786001e-09,,4.203608294783834e-10
H,26,candle/Data/Images/Normal/0402.JPG,candle,0,0.0,normal,0,0.0,,,0.3497561812400818,9.21902731931823e-09,,7.672930624202934e-10
H,27,candle/Data/Images/Anomaly/094.JPG,candle,1,0.01355078189055023,large,1,0.23872387238723872,0.9987461045113156,0.9203790022124831,0.7846953868865967,1.858615542005282e-05,4.115561387152411e-05,0.004263714887201786
H,28,candle/Data/Images/Anomaly/018.JPG,candle,1,0.002213741595980978,medium,1,0.622895622895623,0.9994608367820186,0.8519109731264782,0.5868303179740906,2.5024581873367424e-07,3.3132198495877674e-06,0.0018721036612987518
H,29,candle/Data/Images/Anomaly/095.JPG,candle,1,0.0023851761303498756,medium,1,0.54375,0.9991329036756026,0.7916749786624472,0.63786780834198,2.835002987922053e-06,1.1803011148003861e-05,0.002884278539568186
H,30,candle/Data/Images/Anomaly/076.JPG,candle,1,0.0006223818965131706,small,31,1.0,0.9955671468624634,0.10781884533173959,0.6959212422370911,7.216111043817364e-06,2.205315468017943e-06,0.0011092218337580562
H,31,candle/Data/Images/Anomaly/054.JPG,candle,1,4.4722052444060165e-05,small,2,1.0,0.999031910611527,0.05075391772413581,0.6595481038093567,5.05870119127394e-08,6.384676680681878e-07,0.00016795375267975032
H,32,candle/Data/Images/Normal/0168.JPG,candle,0,0.0,normal,0,0.0,,,0.20947124063968658,6.6136105481007235e-09,,2.493190098817877e-10
H,33,candle/Data/Images/Normal/0320.JPG,candle,0,0.0,normal,0,0.0,,,0.22433799505233765,7.312184635566155e-09,,2.961752509911264e-10
H,34,candle/Data/Images/Normal/0215.JPG,candle,0,0.0,normal,0,0.0,,,0.23494340479373932,5.597691643544067e-09,,2.984329172672773e-10
H,35,candle/Data/Images/Normal/0923.JPG,candle,0,0.0,normal,0,0.0,,,0.24408307671546936,8.872390822034504e-09,,3.6613204135171884e-10
H,36,candle/Data/Images/Anomaly/059.JPG,candle,1,1.4907350814686721e-05,small,1,1.0,0.9997875670840787,0.03992823307429775,0.6745913028717041,1.8020946512820046e-08,1.8611500252063706e-07,0.00013835023855790496
H,37,candle/Data/Images/Normal/0784.JPG,candle,0,0.0,normal,0,0.0,,,0.2947562634944916,8.349693381148882e-09,,3.6025571414910473e-10
H,38,candle/Data/Images/Anomaly/032.JPG,candle,1,0.0006074745456984839,small,1,0.8773006134969326,0.9890639592188952,0.024930058229122837,0.6840482950210571,1.7666505300439894e-05,3.7937045362923527e-06,0.00045951484935358167
H,39,candle/Data/Images/Anomaly/073.JPG,candle,1,0.0003093275294047495,small,28,1.0,0.998173509049563,0.12731485889926927,0.6981498003005981,9.088069418794475e-06,1.4313016436062753e-05,0.001854429137893021
A,0,candle/Data/Images/Anomaly/004.JPG,candle,1,0.0033280660693788106,large,1,0.503919372900336,0.9993095015376343,0.837451134673925,0.5898163914680481,2.2208698737813393e-06,4.780331801157445e-05,0.00315756700001657
A,1,candle/Data/Images/Anomaly/011.JPG,candle,1,0.004397668490332583,large,1,0.5525423728813559,0.9973863902259024,0.6072296549031233,0.5359558463096619,2.2236474706005538e-07,1.0093861391169412e-07,0.0025281449779868126
A,2,candle/Data/Images/Anomaly/010.JPG,candle,1,0.0031454510218988986,medium,2,0.783175355450237,0.9981468473171047,0.5599448742943923,0.5296371579170227,5.662675448547816e-07,1.236929733750003e-06,0.002350515453144908
A,3,candle/Data/Images/Anomaly/071.JPG,candle,1,0.0005925671948837971,small,20,1.0,0.9963145050445921,0.2474254062270411,0.5357018113136292,7.856631782487966e-06,1.6127974333812745e-07,0.0014320866903290153
A,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,normal,0,0.0,,,0.4895552694797516,1.472971700167136e-08,,1.4521744917672663e-09
A,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,normal,0,0.0,,,0.41154998540878296,1.633790702726401e-08,,1.5417190857291985e-09
A,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,medium,1,0.6481113320079522,0.9994945438580853,0.7844911919133386,0.5591598153114319,1.492876208430971e-06,4.883447036263533e-05,0.003001789329573512
A,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,medium,1,0.7916041979010495,0.9985888930471718,0.5959738654915857,0.5441186428070068,2.0978934571758145e-06,1.250568402610952e-05,0.003640674287453294
A,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,small,1,1.0,0.9998270048798911,0.1146208525906331,0.5501135587692261,8.525911709966749e-08,2.485601953594596e-06,2.3997559765120968e-05
A,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,normal,0,0.0,,,0.4328010380268097,1.7302467014701506e-08,,1.8528180101284875e-09
A,10,candle/Data/Images/Normal/0659.JPG,candle,0,0.0,normal,0,0.0,,,0.4212447702884674,1.6287392767821984e-08,,1.1944313316192279e-09
A,11,candle/Data/Images/Anomaly/033.JPG,candle,1,0.001598813374875151,medium,1,0.8321678321678322,0.9279818080971518,0.016974461095549582,0.5243621468544006,2.0795358324221525e-08,5.8534355140693606e-09,2.883938199360614e-09
A,12,candle/Data/Images/Anomaly/085.JPG,candle,1,0.005329377916250503,large,1,0.42657342657342656,0.998943395510572,0.7813560071683784,0.6193795204162598,0.00016420392785221338,0.003387186676263809,0.003926913719624281
A,13,candle/Data/Images/Anomaly/044.JPG,candle,1,8.944410488812033e-05,small,8,1.0,0.947177366753634,0.016459390097443526,0.5290690660476685,1.1003682232058054e-07,5.6354449995410505e-09,1.705997419776395e-05
A,14,candle/Data/Images/Normal/0518.JPG,candle,0,0.0,normal,0,0.0,,,0.46183502674102783,1.7828499565553102e-08,,1.2958234485438425e-09
A,15,candle/Data/Images/Normal/0685.JPG,candle,0,0.0,normal,0,0.0,,,0.4203934669494629,1.2255505943414846e-08,,1.4472286702371662e-09
A,16,candle/Data/Images/Normal/0705.JPG,candle,0,0.0,normal,0,0.0,,,0.40174680948257446,1.3977121682273719e-08,,1.13321152461765e-09
A,17,candle/Data/Images/Anomaly/014.JPG,candle,1,0.0018932335534652138,medium,1,0.9448818897637795,0.9980288205864221,0.49698211895125194,0.5133633613586426,7.60046816594695e-07,1.15777766040992e-06,0.0025070058181881905
A,18,candle/Data/Images/Anomaly/077.JPG,candle,1,0.0009354362636215918,small,50,1.0,0.9933106242111045,0.1629907757011747,0.5868154168128967,8.294288272736594e-05,1.9039862309000455e-07,0.003562423400580883
A,19,candle/Data/Images/Anomaly/027.JPG,candle,1,0.0006559234358462158,small,2,1.0,0.9949395525469653,0.12310416850038976,0.5350164771080017,9.387919703840453e-07,2.2136465105404568e-08,0.0022513719741255045
A,20,candle/Data/Images/Anomaly/097.JPG,candle,1,0.01558936211445864,large,1,0.29691608893138893,0.9955995971888192,0.7416976787416761,0.6512687802314758,0.002796198707073927,1.3178412700654007e-05,0.0056662955321371555
A,21,candle/Data/Images/Normal/0237.JPG,candle,0,0.0,normal,0,0.0,,,0.4309021234512329,1.1783693132372264e-08,,8.240362281419777e-10
A,22,candle/Data/Images/Normal/0552.JPG,candle,0,0.0,normal,0,0.0,,,0.4576621949672699,1.6184376505634646e-08,,1.412471806183646e-09
A,23,candle/Data/Images/Anomaly/048.JPG,candle,1,3.7268377036716806e-05,small,1,1.0,0.9998842773765066,0.16220450224513905,0.5187538266181946,1.099601263376826e-07,1.3195636938689859e-06,7.319888391066343e-05
A,24,candle/Data/Images/Normal/0363.JPG,candle,0,0.0,normal,0,0.0,,,0.4384256899356842,4.336997605491888e-08,,2.4736014125892325e-08
A,25,candle/Data/Images/Normal/0796.JPG,candle,0,0.0,normal,0,0.0,,,0.4175677001476288,1.9991816202491464e-08,,1.857897169443845e-09
A,26,candle/Data/Images/Normal/0402.JPG,candle,0,0.0,normal,0,0.0,,,0.5206301212310791,2.5627523214666326e-08,,4.724556301738403e-09
A,27,candle/Data/Images/Anomaly/094.JPG,candle,1,0.01355078189055023,large,1,0.23872387238723872,0.9986474137896924,0.9135836821940384,0.6477909684181213,4.3483771150931716e-05,4.6600867790402845e-05,0.005893830209970474
A,28,candle/Data/Images/Anomaly/018.JPG,candle,1,0.002213741595980978,medium,1,0.622895622895623,0.9994953016261797,0.837837162371711,0.5175330638885498,6.939893637536443e-07,2.0269677406759e-05,0.0024909349158406258
A,29,candle/Data/Images/Anomaly/095.JPG,candle,1,0.0023851761303498756,medium,1,0.54375,0.9987307737388115,0.6204611124958587,0.5185662508010864,9.622881407267414e-07,4.370856004243251e-06,0.0021398516837507486
A,30,candle/Data/Images/Anomaly/076.JPG,candle,1,0.0006223818965131706,small,31,1.0,0.9952857628604781,0.11150618611107002,0.5544538497924805,3.2789193937787786e-05,6.36742333881557e-06,0.002322366228327155
A,31,candle/Data/Images/Anomaly/054.JPG,candle,1,4.4722052444060165e-05,small,2,1.0,0.9990067533319419,0.022311668118250683,0.5146034359931946,7.322805117837561e-08,4.5322673258851864e-07,1.96703763322148e-06
A,32,candle/Data/Images/Normal/0168.JPG,candle,0,0.0,normal,0,0.0,,,0.4101419746875763,1.2780532188116922e-08,,7.428870296699586e-10
A,33,candle/Data/Images/Normal/0320.JPG,candle,0,0.0,normal,0,0.0,,,0.406864732503891,1.3684024580129517e-08,,9.30240107166469e-10
A,34,candle/Data/Images/Normal/0215.JPG,candle,0,0.0,normal,0,0.0,,,0.4272022843360901,1.557245354888437e-08,,9.940226419757892e-10
A,35,candle/Data/Images/Normal/0923.JPG,candle,0,0.0,normal,0,0.0,,,0.47512564063072205,1.49828931483853e-08,,1.062527177353445e-09
A,36,candle/Data/Images/Anomaly/059.JPG,candle,1,1.4907350814686721e-05,small,1,1.0,0.991293977340489,0.0010444749637718268,0.5461107492446899,2.3132630033728674e-08,2.359418438402372e-08,3.1208895467926823e-09
A,37,candle/Data/Images/Normal/0784.JPG,candle,0,0.0,normal,0,0.0,,,0.4876881241798401,2.425570500008689e-08,,1.5563329514023394e-09
A,38,candle/Data/Images/Anomaly/032.JPG,candle,1,0.0006074745456984839,small,1,0.8773006134969326,0.9862379168196342,0.020354445287521367,0.5456452369689941,2.3620264073542785e-06,5.199512997933198e-07,5.457150109577924e-05
A,39,candle/Data/Images/Anomaly/073.JPG,candle,1,0.0003093275294047495,small,28,1.0,0.9980806236865851,0.1273533335304032,0.5710448622703552,4.544236799119972e-05,4.367798464954831e-05,0.0027729824651032686
H,40,candle/Data/Images/Normal/0811.JPG,candle,0,0.0,normal,0,0.0,,,0.20642629265785217,6.492153481474361e-09,,2.693818501597889e-10
H,41,candle/Data/Images/Anomaly/041.JPG,candle,1,0.0003279617179231079,small,2,0.9886363636363636,0.9996723119668026,0.5257773897302783,0.6328281164169312,5.0363670567321606e-08,4.831748583455919e-07,0.0005416647181846201
H,42,candle/Data/Images/Anomaly/039.JPG,candle,1,0.002392629805757219,medium,1,0.6744548286604362,0.9840239334295418,0.27887591628493946,0.2665763795375824,6.487301806856749e-09,3.6302669759180617e-09,7.722731898418544e-10
H,43,candle/Data/Images/Normal/0306.JPG,candle,0,0.0,normal,0,0.0,,,0.24032315611839294,7.616049124692381e-09,,8.736663059671912e-10
H,44,candle/Data/Images/Anomaly/003.JPG,candle,1,0.0012224027668043113,medium,2,0.7012195121951219,0.999585075259587,0.691935775580618,0.6942315101623535,2.9369559797487454e-06,0.00032025243854150176,0.0015194766456261277
H,45,candle/Data/Images/Normal/0768.JPG,candle,0,0.0,normal,0,0.0,,,0.1917445808649063,5.945958392317152e-09,,1.7691623166449233e-10
H,46,candle/Data/Images/Normal/0457.JPG,candle,0,0.0,normal,0,0.0,,,0.24538816511631012,8.44565928304064e-09,,4.897608985032775e-10
H,47,candle/Data/Images/Normal/0615.JPG,candle,0,0.0,normal,0,0.0,,,0.273591011762619,7.710130311977537e-09,,3.7309222378212326e-10
H,48,candle/Data/Images/Normal/0619.JPG,candle,0,0.0,normal,0,0.0,,,0.18627676367759705,6.77693501316412e-09,,2.3321233832973576e-10
H,49,candle/Data/Images/Anomaly/024.JPG,candle,1,0.0012149490913969678,medium,1,0.7638036809815951,0.9995966914321355,0.7716426617580863,0.649404764175415,4.4409028987502097e-07,1.7361337086185813e-05,0.0015092301182448864
H,50,candle/Data/Images/Normal/0690.JPG,candle,0,0.0,normal,0,0.0,,,0.16365928947925568,7.1992651839991595e-09,,3.718506058625337e-10
H,51,candle/Data/Images/Anomaly/005.JPG,candle,1,0.0017217990190963163,medium,12,0.9199134199134199,0.9968930987627181,0.33695981380913603,0.7796453237533569,5.047780359745957e-05,1.354880510007206e-07,0.003566232742741704
H,52,candle/Data/Images/Normal/0730.JPG,candle,0,0.0,normal,0,0.0,,,0.29490146040916443,5.8378799572267326e-09,,3.5544139853627144e-10
H,53,candle/Data/Images/Normal/0479.JPG,candle,0,0.0,normal,0,0.0,,,0.2136591672897339,1.0151402385361052e-08,,4.936940301014658e-10
H,54,candle/Data/Images/Normal/0286.JPG,candle,0,0.0,normal,0,0.0,,,0.1734904646873474,7.326479867231228e-09,,3.2923128112649636e-10
H,55,candle/Data/Images/Normal/0159.JPG,candle,0,0.0,normal,0,0.0,,,0.20410525798797607,9.909788545314768e-09,,1.584896436312988e-09
H,56,candle/Data/Images/Normal/0764.JPG,candle,0,0.0,normal,0,0.0,,,0.17811818420886993,7.543481395089202e-09,,2.609194527103398e-10
H,57,candle/Data/Images/Anomaly/064.JPG,candle,1,0.004584010375516167,large,1,0.4666666666666667,0.9988482694287282,0.7885510760740406,0.7111810445785522,2.709709406190086e-05,0.00030895270174369216,0.004347006790339947
H,58,candle/Data/Images/Normal/0797.JPG,candle,0,0.0,normal,0,0.0,,,0.2851126790046692,9.059180072767958e-09,,4.5038911489214684e-10
H,59,candle/Data/Images/Anomaly/056.JPG,candle,1,2.9814701629373442e-05,small,2,1.0,0.9183984555524083,0.006704327297165293,0.6619083285331726,1.7419621656245e-07,4.845138512621361e-09,0.0003370604244992137
H,60,candle/Data/Images/Anomaly/063.JPG,candle,1,0.007233791982826732,large,1,0.4420401854714065,0.9988079843117041,0.8156707824019381,0.6847092509269714,9.261981176678091e-06,3.8970185414655134e-05,0.0044558229856193066
H,61,candle/Data/Images/Normal/0107.JPG,candle,0,0.0,normal,0,0.0,,,0.49367010593414307,1.0022965568623476e-08,,1.5287183074974564e-08
H,62,candle/Data/Images/Anomaly/025.JPG,candle,1,0.0013565689241364918,medium,1,0.6620879120879121,0.9997556015413158,0.8619883479578886,0.6631853580474854,7.060957614157815e-07,0.00019739226263482124,0.00204409915022552
H,63,candle/Data/Images/Normal/0488.JPG,candle,0,0.0,normal,0,0.0,,,0.3939870297908783,1.1157221813107299e-08,,7.807408053395193e-10
H,64,candle/Data/Images/Normal/0545.JPG,candle,0,0.0,normal,0,0.0,,,0.1974789947271347,6.519926820658384e-09,,2.9455093919494857e-10
H,65,candle/Data/Images/Anomaly/031.JPG,candle,1,0.0015578181601347625,medium,1,0.9186602870813397,0.9969621655842511,0.33043322628454735,0.6525148153305054,5.643126499421669e-08,3.324638342405706e-08,2.0870353182544932e-05
H,66,candle/Data/Images/Normal/0024.JPG,candle,0,0.0,normal,0,0.0,,,0.19478274881839752,8.080029090251628e-09,,3.137716753087716e-10
H,67,candle/Data/Images/Normal/0629.JPG,candle,0,0.0,normal,0,0.0,,,0.18433678150177002,7.448732297632432e-09,,3.092876510457643e-10
H,68,candle/Data/Images/Normal/0967.JPG,candle,0,0.0,normal,0,0.0,,,0.2378370761871338,8.871730905468667e-09,,4.648426366049563e-10
H,69,candle/Data/Images/Normal/0755.JPG,candle,0,0.0,normal,0,0.0,,,0.3538368046283722,8.524022376832363e-09,,5.163578453704076e-10
H,70,candle/Data/Images/Anomaly/034.JPG,candle,1,0.0024895275860526826,medium,2,0.9655688622754491,0.9598627993586906,0.23572816595701915,0.6861047148704529,6.781010597478598e-08,4.303532641358743e-09,0.0006725306739099324
H,71,candle/Data/Images/Normal/0187.JPG,candle,0,0.0,normal,0,0.0,,,0.21286459267139435,1.0323474519680076e-08,,1.984470809901495e-09
H,72,candle/Data/Images/Normal/0617.JPG,candle,0,0.0,normal,0,0.0,,,0.5341157913208008,1.4650375135261129e-08,,8.500765943608712e-06
H,73,candle/Data/Images/Anomaly/093.JPG,candle,1,0.0024895275860526826,medium,2,0.6661676646706587,0.9954241918172204,0.2577379481952297,0.7627044320106506,4.849921242566779e-05,6.327686605800409e-06,0.004833243787288666
H,74,candle/Data/Images/Anomaly/070.JPG,candle,1,0.0011627733635455643,medium,25,1.0,0.9909222396088658,0.22245990318370326,0.7119718194007874,8.217000868171453e-05,2.7683247026288882e-05,0.0033172753173857927
H,75,candle/Data/Images/Anomaly/057.JPG,candle,1,9.317094259179202e-05,small,1,1.0,0.9999244126888286,0.5921292767693912,0.6680963635444641,2.6811495246192862e-08,4.955595613864716e-06,0.000561478896997869
H,76,candle/Data/Images/Anomaly/022.JPG,candle,1,0.0012969395208777448,medium,3,0.8850574712643678,0.9972118471580402,0.4743298271464728,0.6630399227142334,1.19922344765655e-06,8.668112627674418e-07,0.001768864574842155
H,77,candle/Data/Images/Anomaly/036.JPG,candle,1,0.001259671143841028,medium,1,0.7869822485207101,0.9991948599098858,0.6312810429724198,0.36270785331726074,8.172962751018531e-09,1.0109614478892581e-08,8.426368491853964e-10
H,78,candle/Data/Images/Anomaly/040.JPG,candle,1,0.00011180513111015041,small,1,1.0,0.9992474673306149,0.06744707778486757,0.6160315871238708,1.6039933825595654e-07,9.05440447240835e-06,0.00031980223138816655
H,79,candle/Data/Images/Anomaly/061.JPG,candle,1,0.005254841162177069,large,1,0.3617021276595745,0.9998896475646497,0.9802959256907764,0.7855374217033386,0.00012110588431823999,0.0159296914935112,0.004255704116076231
A,40,candle/Data/Images/Normal/0811.JPG,candle,0,0.0,normal,0,0.0,,,0.43369245529174805,1.5502060080052615e-08,,1.1129714927449186e-09
A,41,candle/Data/Images/Anomaly/041.JPG,candle,1,0.0003279617179231079,small,2,0.9886363636363636,0.9991806740062008,0.4654235681643227,0.5311439633369446,6.286152398615741e-08,2.155985896479251e-07,0.00028237345395609736
A,42,candle/Data/Images/Anomaly/039.JPG,candle,1,0.002392629805757219,medium,1,0.6744548286604362,0.9913210881810497,0.40001116492230293,0.4617801308631897,2.8875444257892013e-08,9.701815351093046e-09,1.2042302444115194e-07
A,43,candle/Data/Images/Normal/0306.JPG,candle,0,0.0,normal,0,0.0,,,0.4481460452079773,1.6029003901962824e-08,,1.9384811533740276e-09
A,44,candle/Data/Images/Anomaly/003.JPG,candle,1,0.0012224027668043113,medium,2,0.7012195121951219,0.9994187208473079,0.5974865534613526,0.5613224506378174,1.3213052625360433e-05,0.002009209943935275,0.0024559495504945517
A,45,candle/Data/Images/Normal/0768.JPG,candle,0,0.0,normal,0,0.0,,,0.4068196415901184,1.1476616101901982e-08,,5.703953975810805e-10
A,46,candle/Data/Images/Normal/0457.JPG,candle,0,0.0,normal,0,0.0,,,0.46258974075317383,1.976101593470503e-08,,1.4251483326788161e-09
A,47,candle/Data/Images/Normal/0615.JPG,candle,0,0.0,normal,0,0.0,,,0.5044540166854858,1.8195054352077022e-08,,1.5783422346871134e-09
A,48,candle/Data/Images/Normal/0619.JPG,candle,0,0.0,normal,0,0.0,,,0.41834309697151184,2.2354413431457942e-08,,2.790261355301027e-09
A,49,candle/Data/Images/Anomaly/024.JPG,candle,1,0.0012149490913969678,medium,1,0.7638036809815951,0.9995765237145575,0.7662047487447611,0.5233227014541626,3.889844322202407e-07,8.632440767541993e-06,0.0015554084675386548
A,50,candle/Data/Images/Normal/0690.JPG,candle,0,0.0,normal,0,0.0,,,0.40331190824508667,1.552893991174642e-08,,1.1889900175532375e-09
A,51,candle/Data/Images/Anomaly/005.JPG,candle,1,0.0017217990190963163,medium,12,0.9199134199134199,0.9968582872727545,0.33636477399754716,0.6456043720245361,0.00023698325094301254,1.4092834987877723e-07,0.0033841822296380997
A,52,candle/Data/Images/Normal/0730.JPG,candle,0,0.0,normal,0,0.0,,,0.4820975661277771,1.5817194665146417e-08,,2.6376749673318045e-09
A,53,candle/Data/Images/Normal/0479.JPG,candle,0,0.0,normal,0,0.0,,,0.4291820228099823,2.589724168444718e-08,,2.5073809695186355e-09
A,54,candle/Data/Images/Normal/0286.JPG,candle,0,0.0,normal,0,0.0,,,0.41270729899406433,1.2445665831251063e-08,,1.0183208720704329e-09
A,55,candle/Data/Images/Normal/0159.JPG,candle,0,0.0,normal,0,0.0,,,0.4252234399318695,1.6863767271502184e-08,,1.2920639669289358e-08
A,56,candle/Data/Images/Normal/0764.JPG,candle,0,0.0,normal,0,0.0,,,0.402371346950531,1.868971644114481e-08,,1.4569939699171641e-09
A,57,candle/Data/Images/Anomaly/064.JPG,candle,1,0.004584010375516167,large,1,0.4666666666666667,0.9988832286504779,0.8128178779662856,0.63062584400177,6.085887798690237e-05,0.00038236085674725473,0.005147343035787344
A,58,candle/Data/Images/Normal/0797.JPG,candle,0,0.0,normal,0,0.0,,,0.49259305000305176,2.5681954340939228e-08,,2.725601300213043e-09
A,59,candle/Data/Images/Anomaly/056.JPG,candle,1,2.9814701629373442e-05,small,2,1.0,0.8868540265955068,0.006605967901369202,0.5343676805496216,9.896392327846115e-08,6.723658074747618e-09,5.67923689231975e-06
A,60,candle/Data/Images/Anomaly/063.JPG,candle,1,0.007233791982826732,large,1,0.4420401854714065,0.998907197268343,0.8499186602644906,0.6311363577842712,4.7639652621001005e-05,0.0002496611268725246,0.0070352861657738686
A,61,candle/Data/Images/Normal/0107.JPG,candle,0,0.0,normal,0,0.0,,,0.4581427574157715,2.0771961928289784e-08,,7.81970577179436e-09
A,62,candle/Data/Images/Anomaly/025.JPG,candle,1,0.0013565689241364918,medium,1,0.6620879120879121,0.9995680120372239,0.7709738687658594,0.5383610725402832,7.229555194498971e-07,9.148404933512211e-05,0.0019487260142341256
A,63,candle/Data/Images/Normal/0488.JPG,candle,0,0.0,normal,0,0.0,,,0.5397740602493286,4.765932359873659e-08,,1.6882144336705096e-05
A,64,candle/Data/Images/Normal/0545.JPG,candle,0,0.0,normal,0,0.0,,,0.43251991271972656,1.3430617507026454e-08,,1.2795907666784956e-09
A,65,candle/Data/Images/Anomaly/031.JPG,candle,1,0.0015578181601347625,medium,1,0.9186602870813397,0.9966040318647793,0.2698563177630139,0.5221697688102722,8.039812371407606e-08,5.1708969550645634e-08,2.546547932524845e-07
A,66,candle/Data/Images/Normal/0024.JPG,candle,0,0.0,normal,0,0.0,,,0.4312722682952881,3.795772940407005e-08,,2.469667137461329e-09
