row_type,term,term_right,family,batch_count,raw_gradient_norm,weighted_gradient_norm,cosine,loss_value,batch,category,coefficient,active_parameter_tensors,left_norm,right_norm
aggregate_cosine,dice_normal,dice_abnormal,image_projection,3,,,0.20073034365971884,,,,,,,
aggregate_cosine,dice_normal,dice_abnormal,soft_prompt,3,,,0.2300155609846115,,,,,,,
aggregate_cosine,dice_normal,dice_abnormal,ss2d,3,,,,,,,,,,
aggregate_cosine,dice_normal,dice_abnormal,text_adapter,3,,,0.35736838541924953,,,,,,,
aggregate_cosine,focal,Anchor,conv_lora,3,,,0.0023812344297766685,,,,,,,
aggregate_cosine,focal,Anchor,dfg_qk,3,,,-0.04890930776794752,,,,,,,
aggregate_cosine,focal,Anchor,image_projection,3,,,0.00013784668408334255,,,,,,,
aggregate_cosine,focal,Anchor,soft_prompt,3,,,,,,,,,,
aggregate_cosine,focal,Anchor,ss2d,3,,,,,,,,,,
aggregate_cosine,focal,Anchor,text_adapter,3,,,,,,,,,,
aggregate_cosine,focal,K,conv_lora,3,,,,,,,,,,
aggregate_cosine,focal,K,dfg_qk,3,,,,,,,,,,
aggregate_cosine,focal,K,image_projection,3,,,,,,,,,,
aggregate_cosine,focal,K,soft_prompt,3,,,-0.026149948748449486,,,,,,,
aggregate_cosine,focal,K,ss2d,3,,,,,,,,,,
aggregate_cosine,focal,K,text_adapter,3,,,2.4987539897362392e-05,,,,,,,
aggregate_cosine,focal,KG,conv_lora,3,,,,,,,,,,
aggregate_cosine,focal,KG,dfg_qk,3,,,,,,,,,,
aggregate_cosine,focal,KG,image_projection,3,,,,,,,,,,
aggregate_cosine,focal,KG,soft_prompt,3,,,-0.06298801551262538,,,,,,,
aggregate_cosine,focal,KG,ss2d,3,,,,,,,,,,
aggregate_cosine,focal,KG,text_adapter,3,,,0.010533298222677937,,,,,,,
aggregate_cosine,focal,dice_abnormal,conv_lora,3,,,0.07270348072052002,,,,,,,
aggregate_cosine,focal,dice_abnormal,dfg_qk,3,,,0.38263853391011554,,,,,,,
aggregate_cosine,focal,dice_abnormal,image_projection,3,,,-0.0727013349533081,,,,,,,
aggregate_cosine,focal,dice_abnormal,soft_prompt,3,,,0.29369888206322986,,,,,,,
aggregate_cosine,focal,dice_abnormal,ss2d,3,,,,,,,,,,
aggregate_cosine,focal,dice_abnormal,text_adapter,3,,,0.345454603433609,,,,,,,
aggregate_cosine,focal,dice_normal,conv_lora,3,,,0.43431637560327846,,,,,,,
aggregate_cosine,focal,dice_normal,dfg_qk,3,,,0.4492678940296173,,,,,,,
aggregate_cosine,focal,dice_normal,image_projection,3,,,0.47170259555180866,,,,,,,
aggregate_cosine,focal,dice_normal,soft_prompt,3,,,0.6377224127451578,,,,,,,
aggregate_cosine,focal,dice_normal,ss2d,3,,,,,,,,,,
aggregate_cosine,focal,dice_normal,text_adapter,3,,,0.6577205856641134,,,,,,,
aggregate_norm,Anchor,,conv_lora,3,0.0046310946345329285,1.0018876193455159e-05,,0.3146637976169586,,,,,,
aggregate_norm,Anchor,,dfg_qk,3,0.0014514914946630597,3.1401460623248624e-06,,0.3146637976169586,,,,,,
aggregate_norm,Anchor,,image_projection,3,0.003149435855448246,6.813466449092955e-06,,0.3146637976169586,,,,,,
aggregate_norm,Anchor,,soft_prompt,3,0.0,0.0,,0.3146637976169586,,,,,,
aggregate_norm,Anchor,,ss2d,3,0.0006180328782647848,1.3370477995952504e-06,,0.3146637976169586,,,,,,
aggregate_norm,Anchor,,text_adapter,3,0.0,0.0,,0.3146637976169586,,,,,,
aggregate_norm,K,,conv_lora,3,0.0,0.0,,0.0016721134694914024,,,,,,
aggregate_norm,K,,dfg_qk,3,0.0,0.0,,0.0016721134694914024,,,,,,
aggregate_norm,K,,image_projection,3,0.0,0.0,,0.0016721134694914024,,,,,,
aggregate_norm,K,,soft_prompt,3,0.5930601581931114,0.0011861203163862227,,0.0016721134694914024,,,,,,
aggregate_norm,K,,ss2d,3,0.0,0.0,,0.0016721134694914024,,,,,,
aggregate_norm,K,,text_adapter,3,0.002832052627733598,5.664105255467196e-06,,0.0016721134694914024,,,,,,
aggregate_norm,KG,,conv_lora,3,0.0,0.0,,0.3136114478111267,,,,,,
aggregate_norm,KG,,dfg_qk,3,0.0,0.0,,0.3136114478111267,,,,,,
aggregate_norm,KG,,image_projection,3,0.0,0.0,,0.3136114478111267,,,,,,
aggregate_norm,KG,,soft_prompt,3,2.3838175932566323,0.02383817593256633,,0.3136114478111267,,,,,,
aggregate_norm,KG,,ss2d,3,0.0,0.0,,0.3136114478111267,,,,,,
aggregate_norm,KG,,text_adapter,3,0.02500939927995205,0.0002500939927995205,,0.3136114478111267,,,,,,
aggregate_norm,classification,,conv_lora,3,0.034419006978472076,0.034419006978472076,,0.6299845377604166,,,,,,
aggregate_norm,classification,,dfg_qk,3,0.0,0.0,,0.6299845377604166,,,,,,
aggregate_norm,classification,,image_projection,3,0.15113935867945352,0.15113935867945352,,0.6299845377604166,,,,,,
aggregate_norm,classification,,soft_prompt,3,0.04193959447244803,0.04193959447244803,,0.6299845377604166,,,,,,
aggregate_norm,classification,,ss2d,3,0.0,0.0,,0.6299845377604166,,,,,,
aggregate_norm,classification,,text_adapter,3,0.047856016705433525,0.047856016705433525,,0.6299845377604166,,,,,,
aggregate_norm,dice_abnormal,,conv_lora,3,2.751383970181147,2.751383970181147,,0.20496573050816855,,,,,,
aggregate_norm,dice_abnormal,,dfg_qk,3,0.00014977144019212574,0.00014977144019212574,,0.20496573050816855,,,,,,
aggregate_norm,dice_abnormal,,image_projection,3,7.766368627548218,7.766368627548218,,0.20496573050816855,,,,,,
aggregate_norm,dice_abnormal,,soft_prompt,3,0.031850653079648815,0.031850653079648815,,0.20496573050816855,,,,,,
aggregate_norm,dice_abnormal,,ss2d,3,0.0,0.0,,0.20496573050816855,,,,,,
aggregate_norm,dice_abnormal,,text_adapter,3,0.016824588800470035,0.016824588800470035,,0.20496573050816855,,,,,,
aggregate_norm,dice_normal,,conv_lora,3,0.01499235536903143,0.01499235536903143,,0.0009983380635579426,,,,,,
aggregate_norm,dice_normal,,dfg_qk,3,4.2006123142831103e-07,4.2006123142831103e-07,,0.0009983380635579426,,,,,,
aggregate_norm,dice_normal,,image_projection,3,0.04890180968989929,0.04890180968989929,,0.0009983380635579426,,,,,,
aggregate_norm,dice_normal,,soft_prompt,3,0.00020198738639010116,0.00020198738639010116,,0.0009983380635579426,,,,,,
aggregate_norm,dice_normal,,ss2d,3,0.0,0.0,,0.0009983380635579426,,,,,,
aggregate_norm,dice_normal,,text_adapter,3,0.00010860912273831976,0.00010860912273831976,,0.0009983380635579426,,,,,,
aggregate_norm,focal,,conv_lora,3,0.4355110178391139,0.4355110178391139,,0.011253532332678636,,,,,,
aggregate_norm,focal,,dfg_qk,3,1.767433529190991e-05,1.767433529190991e-05,,0.011253532332678636,,,,,,
aggregate_norm,focal,,image_projection,3,1.0972491353750229,1.0972491353750229,,0.011253532332678636,,,,,,
aggregate_norm,focal,,soft_prompt,3,0.0037784368032589555,0.0037784368032589555,,0.011253532332678636,,,,,,
aggregate_norm,focal,,ss2d,3,0.0,0.0,,0.011253532332678636,,,,,,
aggregate_norm,focal,,text_adapter,3,0.0027280394569970667,0.0027280394569970667,,0.011253532332678636,,,,,,
norm,classification,,conv_lora,,0.03605250269174576,0.03605250269174576,,0.60223388671875,1,candle,1.0,27,,
norm,classification,,image_projection,,0.1802678257226944,0.1802678257226944,,0.60223388671875,1,candle,1.0,21,,
norm,classification,,dfg_qk,,0.0,0.0,,0.60223388671875,1,candle,1.0,0,,
norm,classification,,ss2d,,0.0,0.0,,0.60223388671875,1,candle,1.0,0,,
norm,classification,,text_adapter,,0.04193390905857086,0.04193390905857086,,0.60223388671875,1,candle,1.0,15,,
norm,classification,,soft_prompt,,0.04337332770228386,0.04337332770228386,,0.60223388671875,1,candle,1.0,2,,
norm,focal,,conv_lora,,0.20451532304286957,0.20451532304286957,,0.007343588396906853,1,candle,1.0,27,,
norm,focal,,image_projection,,0.542283296585083,0.542283296585083,,0.007343588396906853,1,candle,1.0,21,,
norm,focal,,dfg_qk,,3.837446911347797e-06,3.837446911347797e-06,,0.007343588396906853,1,candle,1.0,6,,
norm,focal,,ss2d,,0.0,0.0,,0.007343588396906853,1,candle,1.0,24,,
norm,focal,,text_adapter,,0.0007923856610432267,0.0007923856610432267,,0.007343588396906853,1,candle,1.0,15,,
norm,focal,,soft_prompt,,0.0013187540462240577,0.0013187540462240577,,0.007343588396906853,1,candle,1.0,2,,
norm,dice_normal,,conv_lora,,0.00635294895619154,0.00635294895619154,,0.0006549358367919922,1,candle,1.0,27,,
norm,dice_normal,,image_projection,,0.024243609979748726,0.024243609979748726,,0.0006549358367919922,1,candle,1.0,21,,
norm,dice_normal,,dfg_qk,,0.0,0.0,,0.0006549358367919922,1,candle,1.0,6,,
norm,dice_normal,,ss2d,,0.0,0.0,,0.0006549358367919922,1,candle,1.0,24,,
norm,dice_normal,,text_adapter,,2.4905133614083752e-05,2.4905133614083752e-05,,0.0006549358367919922,1,candle,1.0,15,,
norm,dice_normal,,soft_prompt,,4.652729694498703e-05,4.652729694498703e-05,,0.0006549358367919922,1,candle,1.0,2,,
norm,dice_abnormal,,conv_lora,,0.4342678487300873,0.4342678487300873,,0.19142663478851318,1,candle,1.0,27,,
norm,dice_abnormal,,image_projection,,1.0395677089691162,1.0395677089691162,,0.19142663478851318,1,candle,1.0,21,,
norm,dice_abnormal,,dfg_qk,,0.00015030859503895044,0.00015030859503895044,,0.19142663478851318,1,candle,1.0,6,,
norm,dice_abnormal,,ss2d,,0.0,0.0,,0.19142663478851318,1,candle,1.0,24,,
norm,dice_abnormal,,text_adapter,,0.015528636984527111,0.015528636984527111,,0.19142663478851318,1,candle,1.0,15,,
norm,dice_abnormal,,soft_prompt,,0.031960565596818924,0.031960565596818924,,0.19142663478851318,1,candle,1.0,2,,
norm,KG,,conv_lora,,0.0,0.0,,0.3122185468673706,1,candle,0.01,0,,
norm,KG,,image_projection,,0.0,0.0,,0.3122185468673706,1,candle,0.01,0,,
norm,KG,,dfg_qk,,0.0,0.0,,0.3122185468673706,1,candle,0.01,0,,
norm,KG,,ss2d,,0.0,0.0,,0.3122185468673706,1,candle,0.01,0,,
norm,KG,,text_adapter,,0.024006512016057968,0.00024006512016057967,,0.3122185468673706,1,candle,0.01,6,,
norm,KG,,soft_prompt,,2.3506083488464355,0.023506083488464356,,0.3122185468673706,1,candle,0.01,2,,
norm,K,,conv_lora,,0.0,0.0,,0.0013256736565381289,1,candle,0.002,0,,
norm,K,,image_projection,,0.0,0.0,,0.0013256736565381289,1,candle,0.002,0,,
norm,K,,dfg_qk,,0.0,0.0,,0.0013256736565381289,1,candle,0.002,0,,
norm,K,,ss2d,,0.0,0.0,,0.0013256736565381289,1,candle,0.002,0,,
norm,K,,text_adapter,,0.0020428637508302927,4.085727501660585e-06,,0.0013256736565381289,1,candle,0.002,6,,
norm,K,,soft_prompt,,0.40757501125335693,0.0008151500225067139,,0.0013256736565381289,1,candle,0.002,2,,
norm,Anchor,,conv_lora,,0.0046310946345329285,1.0018876193455159e-05,,0.3146637976169586,1,candle,0.0021633926715180626,27,,
norm,Anchor,,image_projection,,0.003149435855448246,6.813466449092956e-06,,0.3146637976169586,1,candle,0.0021633926715180626,39,,
norm,Anchor,,dfg_qk,,0.0014514914946630597,3.1401460623248624e-06,,0.3146637976169586,1,candle,0.0021633926715180626,6,,
norm,Anchor,,ss2d,,0.0006180328782647848,1.3370477995952504e-06,,0.3146637976169586,1,candle,0.0021633926715180626,27,,
norm,Anchor,,text_adapter,,0.0,0.0,,0.3146637976169586,1,candle,0.0021633926715180626,0,,
norm,Anchor,,soft_prompt,,0.0,0.0,,0.3146637976169586,1,candle,0.0021633926715180626,0,,
cosine,classification,focal,conv_lora,,,,0.479882150888443,,1,candle,,27,0.03605250269174576,0.20451532304286957
cosine,classification,focal,image_projection,,,,0.06131647527217865,,1,candle,,3,0.1802678257226944,0.542283296585083
cosine,classification,focal,dfg_qk,,,,,,1,candle,,0,0.0,3.837446911347797e-06
cosine,classification,focal,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,classification,focal,text_adapter,,,,-0.3742750287055969,,1,candle,,15,0.04193390905857086,0.0007923856610432267
cosine,classification,focal,soft_prompt,,,,-0.10730711370706558,,1,candle,,2,0.04337332770228386,0.0013187540462240577
cosine,classification,dice_normal,conv_lora,,,,0.46756890416145325,,1,candle,,27,0.03605250269174576,0.00635294895619154
cosine,classification,dice_normal,image_projection,,,,0.0074723525904119015,,1,candle,,3,0.1802678257226944,0.024243609979748726
cosine,classification,dice_normal,dfg_qk,,,,,,1,candle,,0,0.0,0.0
cosine,classification,dice_normal,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,classification,dice_normal,text_adapter,,,,-0.32045474648475647,,1,candle,,15,0.04193390905857086,2.4905133614083752e-05
cosine,classification,dice_normal,soft_prompt,,,,-0.17839346826076508,,1,candle,,2,0.04337332770228386,4.652729694498703e-05
cosine,classification,dice_abnormal,conv_lora,,,,-0.4014729857444763,,1,candle,,27,0.03605250269174576,0.4342678487300873
cosine,classification,dice_abnormal,image_projection,,,,-0.03913655877113342,,1,candle,,3,0.1802678257226944,1.0395677089691162
cosine,classification,dice_abnormal,dfg_qk,,,,,,1,candle,,0,0.0,0.00015030859503895044
cosine,classification,dice_abnormal,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,classification,dice_abnormal,text_adapter,,,,-0.30393466353416443,,1,candle,,15,0.04193390905857086,0.015528636984527111
cosine,classification,dice_abnormal,soft_prompt,,,,0.07739552110433578,,1,candle,,2,0.04337332770228386,0.031960565596818924
cosine,classification,KG,conv_lora,,,,,,1,candle,,0,0.03605250269174576,0.0
cosine,classification,KG,image_projection,,,,,,1,candle,,0,0.1802678257226944,0.0
cosine,classification,KG,dfg_qk,,,,,,1,candle,,0,0.0,0.0
cosine,classification,KG,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,classification,KG,text_adapter,,,,-0.022850576788187027,,1,candle,,6,0.04193390905857086,0.024006512016057968
cosine,classification,KG,soft_prompt,,,,0.32971110939979553,,1,candle,,2,0.04337332770228386,2.3506083488464355
cosine,classification,K,conv_lora,,,,,,1,candle,,0,0.03605250269174576,0.0
cosine,classification,K,image_projection,,,,,,1,candle,,0,0.1802678257226944,0.0
cosine,classification,K,dfg_qk,,,,,,1,candle,,0,0.0,0.0
cosine,classification,K,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,classification,K,text_adapter,,,,0.0001796917786123231,,1,candle,,6,0.04193390905857086,0.0020428637508302927
cosine,classification,K,soft_prompt,,,,0.10127227008342743,,1,candle,,2,0.04337332770228386,0.40757501125335693
cosine,classification,Anchor,conv_lora,,,,0.010356885381042957,,1,candle,,27,0.03605250269174576,0.0046310946345329285
cosine,classification,Anchor,image_projection,,,,0.007532309740781784,,1,candle,,21,0.1802678257226944,0.003149435855448246
cosine,classification,Anchor,dfg_qk,,,,,,1,candle,,0,0.0,0.0014514914946630597
cosine,classification,Anchor,ss2d,,,,,,1,candle,,0,0.0,0.0006180328782647848
cosine,classification,Anchor,text_adapter,,,,,,1,candle,,0,0.04193390905857086,0.0
cosine,classification,Anchor,soft_prompt,,,,,,1,candle,,0,0.04337332770228386,0.0
cosine,focal,dice_normal,conv_lora,,,,0.4704674184322357,,1,candle,,27,0.20451532304286957,0.00635294895619154
cosine,focal,dice_normal,image_projection,,,,0.8763257265090942,,1,candle,,21,0.542283296585083,0.024243609979748726
cosine,focal,dice_normal,dfg_qk,,,,,,1,candle,,6,3.837446911347797e-06,0.0
cosine,focal,dice_normal,ss2d,,,,,,1,candle,,24,0.0,0.0
cosine,focal,dice_normal,text_adapter,,,,0.27809756994247437,,1,candle,,15,0.0007923856610432267,2.4905133614083752e-05
cosine,focal,dice_normal,soft_prompt,,,,0.21311140060424805,,1,candle,,2,0.0013187540462240577,4.652729694498703e-05
cosine,focal,dice_abnormal,conv_lora,,,,-0.37771379947662354,,1,candle,,27,0.20451532304286957,0.4342678487300873
cosine,focal,dice_abnormal,image_projection,,,,-0.6946780681610107,,1,candle,,21,0.542283296585083,1.0395677089691162
cosine,focal,dice_abnormal,dfg_qk,,,,0.32167139649391174,,1,candle,,6,3.837446911347797e-06,0.00015030859503895044
cosine,focal,dice_abnormal,ss2d,,,,,,1,candle,,24,0.0,0.0
cosine,focal,dice_abnormal,text_adapter,,,,0.5224952697753906,,1,candle,,15,0.0007923856610432267,0.015528636984527111
cosine,focal,dice_abnormal,soft_prompt,,,,0.4456641376018524,,1,candle,,2,0.0013187540462240577,0.031960565596818924
cosine,focal,KG,conv_lora,,,,,,1,candle,,0,0.20451532304286957,0.0
cosine,focal,KG,image_projection,,,,,,1,candle,,0,0.542283296585083,0.0
cosine,focal,KG,dfg_qk,,,,,,1,candle,,0,3.837446911347797e-06,0.0
cosine,focal,KG,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,focal,KG,text_adapter,,,,0.00395883759483695,,1,candle,,6,0.0007923856610432267,0.024006512016057968
cosine,focal,KG,soft_prompt,,,,0.09456536173820496,,1,candle,,2,0.0013187540462240577,2.3506083488464355
cosine,focal,K,conv_lora,,,,,,1,candle,,0,0.20451532304286957,0.0
cosine,focal,K,image_projection,,,,,,1,candle,,0,0.542283296585083,0.0
cosine,focal,K,dfg_qk,,,,,,1,candle,,0,3.837446911347797e-06,0.0
cosine,focal,K,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,focal,K,text_adapter,,,,0.003917597234249115,,1,candle,,6,0.0007923856610432267,0.0020428637508302927
cosine,focal,K,soft_prompt,,,,-0.02110043540596962,,1,candle,,2,0.0013187540462240577,0.40757501125335693
cosine,focal,Anchor,conv_lora,,,,0.0057274154387414455,,1,candle,,27,0.20451532304286957,0.0046310946345329285
cosine,focal,Anchor,image_projection,,,,0.0015023165615275502,,1,candle,,21,0.542283296585083,0.003149435855448246
cosine,focal,Anchor,dfg_qk,,,,0.02563846856355667,,1,candle,,6,3.837446911347797e-06,0.0014514914946630597
cosine,focal,Anchor,ss2d,,,,,,1,candle,,24,0.0,0.0006180328782647848
cosine,focal,Anchor,text_adapter,,,,,,1,candle,,0,0.0007923856610432267,0.0
cosine,focal,Anchor,soft_prompt,,,,,,1,candle,,0,0.0013187540462240577,0.0
cosine,dice_normal,dice_abnormal,conv_lora,,,,-0.585369348526001,,1,candle,,27,0.00635294895619154,0.4342678487300873
cosine,dice_normal,dice_abnormal,image_projection,,,,-0.703467607498169,,1,candle,,21,0.024243609979748726,1.0395677089691162
cosine,dice_normal,dice_abnormal,dfg_qk,,,,,,1,candle,,6,0.0,0.00015030859503895044
cosine,dice_normal,dice_abnormal,ss2d,,,,,,1,candle,,24,0.0,0.0
cosine,dice_normal,dice_abnormal,text_adapter,,,,0.09911933541297913,,1,candle,,15,2.4905133614083752e-05,0.015528636984527111
cosine,dice_normal,dice_abnormal,soft_prompt,,,,-0.10610257089138031,,1,candle,,2,4.652729694498703e-05,0.031960565596818924
cosine,dice_normal,KG,conv_lora,,,,,,1,candle,,0,0.00635294895619154,0.0
cosine,dice_normal,KG,image_projection,,,,,,1,candle,,0,0.024243609979748726,0.0
cosine,dice_normal,KG,dfg_qk,,,,,,1,candle,,0,0.0,0.0
cosine,dice_normal,KG,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,dice_normal,KG,text_adapter,,,,-0.011725024320185184,,1,candle,,6,2.4905133614083752e-05,0.024006512016057968
cosine,dice_normal,KG,soft_prompt,,,,-0.20769257843494415,,1,candle,,2,4.652729694498703e-05,2.3506083488464355
cosine,dice_normal,K,conv_lora,,,,,,1,candle,,0,0.00635294895619154,0.0
cosine,dice_normal,K,image_projection,,,,,,1,candle,,0,0.024243609979748726,0.0
cosine,dice_normal,K,dfg_qk,,,,,,1,candle,,0,0.0,0.0
cosine,dice_normal,K,ss2d,,,,,,1,candle,,0,0.0,0.0
cosine,dice_normal,K,text_adapter,,,,0.0012226976687088609,,1,candle,,6,2.4905133614083752e-05,0.0020428637508302927
cosine,dice_normal,K,soft_prompt,,,,-0.016171492636203766,,1,candle,,2,4.652729694498703e-05,0.40757501125335693
cosine,dice_normal,Anchor,conv_lora,,,,0.004277349915355444,,1,candle,,27,0.00635294895619154,0.0046310946345329285
cosine,dice_normal,Anchor,image_projection,,,,0.000956130214035511,,1,candle,,21,0.024243609979748726,0.003149435855448246
