checkpoint,image_index,category,file_name,near_p95,near_p99,far_p95,boundary_p95,interior_mean,boundary_mean,near_mean,interior_mean_minus_near_mean,boundary_mean_minus_near_mean,near_gt_positive_inversion,near_gt_interior_inversion,leakage_image_definition_pass
SAFE_ANCHOR_E10,46,macaroni2,macaroni2/Data/Images/Anomaly/017.JPG,5.839202913193731e-06,6.909076546435244e-06,1.3017850797325536e-08,9.919763215293642e-06,6.761647455277853e-06,5.20406456416822e-06,2.778993348329095e-06,3.9826541069487575e-06,2.4250712158391252e-06,0.1349206349206349,0.0,True
SAFE_ANCHOR_E10,47,macaroni2,macaroni2/Data/Images/Anomaly/034.JPG,3.9310862121055834e-07,4.311460202188755e-07,1.2304548491215428e-08,2.977633073442121e-07,,2.284625679749297e-07,2.1081814338685945e-07,,1.764442458807025e-08,0.4,,True
SAFE_ANCHOR_E10,52,pcb2,pcb2/Data/Images/Anomaly/044.JPG,8.208718895730271e-07,3.7979534681653604e-06,1.357419154857098e-08,4.3393674786784686e-07,2.5616715859655415e-08,9.541599155227232e-08,1.5438951095347875e-07,-1.2877279509382333e-07,-5.897351940120643e-08,0.4778166173702608,0.48991664425920944,True
SAFE_ANCHOR_E10,53,pcb2,pcb2/Data/Images/Anomaly/063.JPG,1.4256889699026942e-05,1.879903174994979e-05,1.5051735857696258e-08,2.796766239043791e-05,3.4965163649758324e-05,1.2046383744745981e-05,4.216497927700402e-06,3.074866572205792e-05,7.829885817045579e-06,0.14442013129102846,0.022727272727272728,True
SAFE_ANCHOR_E10,54,pcb2,pcb2/Data/Images/Anomaly/029.JPG,0.23671512305736542,0.4725872278213501,1.595135579179896e-08,0.6450722813606262,0.4127967059612274,0.1560121476650238,0.04645364359021187,0.36634306237101555,0.10955850407481194,0.2079646017699115,0.03560830860534125,False
SAFE_ANCHOR_E10,55,pcb2,pcb2/Data/Images/Anomaly/012.JPG,4.2008139189420035e-08,4.487186089363604e-08,1.3487841954429314e-08,4.8102521077453275e-08,,2.9283375724276084e-08,2.532602216831492e-08,,3.957353555961163e-09,0.4047186932849365,,True
SAFE_ANCHOR_E10,60,chewinggum,chewinggum/Data/Images/Anomaly/034.JPG,1.6533972413412812e-08,1.6711505068656152e-08,1.1018271628415732e-08,1.6389510193448587e-08,1.1399018617908041e-08,1.2816679273441878e-08,1.2250676029168517e-08,-8.516574112604758e-10,5.660032442733609e-10,0.44889779559118237,0.6571428571428571,True
SAFE_ANCHOR_E10,61,chewinggum,chewinggum/Data/Images/Anomaly/072.JPG,2.492383899266315e-08,2.5979124629316175e-08,1.3789549946352508e-08,2.575616875333253e-08,,1.5424905797090105e-08,1.467501320462361e-08,,7.498925924664945e-10,0.45348837209302323,,True
SAFE_ANCHOR_E10,62,chewinggum,chewinggum/Data/Images/Anomaly/021.JPG,0.46222299337387085,0.7844911217689514,3.421279259896437e-08,0.9290077090263367,0.8982093334197998,0.28466328978538513,0.06411425769329071,0.8340950757265091,0.22054903209209442,0.06851549755301795,0.008156606851549755,False
SAFE_ANCHOR_E10,63,chewinggum,chewinggum/Data/Images/Anomaly/091.JPG,0.00069935288047418,0.0010633267229422927,1.3070665438874585e-08,0.0032172594219446182,0.011410947889089584,0.000958107179030776,0.00015056983102113008,0.011260378058068454,0.0008075373480096459,0.13892215568862276,0.0,False
SAFE_ANCHOR_E10,68,macaroni1,macaroni1/Data/Images/Anomaly/037.JPG,3.2259531508316286e-06,3.902580829162616e-06,9.438887893509218e-09,3.0789815355092287e-06,1.5263498198692105e-06,1.7177062545670196e-06,1.4422682852455182e-06,8.408153462369228e-08,2.7543796932150144e-07,0.391304347826087,0.4,True
SAFE_ANCHOR_E10,69,macaroni1,macaroni1/Data/Images/Anomaly/073.JPG,1.3365203130888403e-06,1.9902306576113915e-06,8.427004871691679e-09,1.9590461306506768e-06,,1.0784931419038912e-06,3.839555802187533e-07,,6.945375616851379e-07,0.17886178861788618,,True
SAFE_ANCHOR_E10,70,macaroni1,macaroni1/Data/Images/Anomaly/065.JPG,2.8046404622728005e-05,3.128455500700511e-05,8.728465950014197e-09,2.5724091756273992e-05,1.5301522580557503e-05,1.432342378393514e-05,9.125193173531443e-06,6.17632940702606e-06,5.198230610403698e-06,0.24890829694323144,0.23076923076923078,True
SAFE_ANCHOR_E10,71,macaroni1,macaroni1/Data/Images/Anomaly/052.JPG,4.7638437536079437e-05,5.577939373324625e-05,8.605475443346222e-09,6.570773985004053e-05,5.717671228921972e-05,3.684603871079162e-05,2.181400850531645e-05,3.536270378390327e-05,1.5032030205475166e-05,0.2564102564102564,0.14814814814814814,True
SAFE_ANCHOR_E10,76,cashew,cashew/Data/Images/Anomaly/004.JPG,0.00019657939265016466,0.0002655827847775072,1.6823074489025203e-08,0.00046633457532152534,0.0003092434781137854,0.0001719179272186011,6.497215508716181e-05,0.0002442713230266236,0.0001069457721314393,0.20984455958549222,0.05172413793103448,False
SAFE_ANCHOR_E10,77,cashew,cashew/Data/Images/Anomaly/062.JPG,2.033854116234579e-06,2.1962794107821537e-06,1.1571255953413129e-08,2.1460530206240946e-06,,1.1259274970143451e-06,9.097378779188148e-07,,2.1618961909553036e-07,0.3333333333333333,,True
SAFE_ANCHOR_E10,78,cashew,cashew/Data/Images/Anomaly/092.JPG,1.294503615412168e-08,1.3160087242169993e-08,1.0830995655908282e-08,1.2899027623802795e-08,1.1982992376147195e-08,1.1684053724536625e-08,1.135314509070895e-08,6.298472854382453e-10,3.3090863382767566e-10,0.4027552674230146,0.3910891089108911,True
SAFE_ANCHOR_E10,79,cashew,cashew/Data/Images/Anomaly/016.JPG,0.0065203262493014336,0.010246405377984047,2.3665602810751807e-08,0.02261873334646225,0.032430168241262436,0.007788020186126232,0.0017684519989416003,0.030661716242320836,0.006019568187184632,0.06965174129353234,0.012903225806451613,False
SAFE_ANCHOR_E10,84,fryum,fryum/Data/Images/Anomaly/026.JPG,1.1835406439786311e-05,1.3363255675358232e-05,3.083168564899097e-08,1.142665496445261e-05,,6.670828497590264e-06,5.516807050298667e-06,,1.1540214472915977e-06,0.375,,True
SAFE_ANCHOR_E10,85,fryum,fryum/Data/Images/Anomaly/033.JPG,1.977338342840085e-06,2.2346519017446553e-06,2.6869294345033268e-08,1.5013808933872497e-06,,1.21976097489096e-06,1.2198171361887944e-06,,-5.616129783447832e-11,0.38461538461538464,,True
SAFE_ANCHOR_E10,86,fryum,fryum/Data/Images/Anomaly/004.JPG,0.11104641854763031,0.15134571492671967,4.6004956288925314e-08,0.16022592782974243,0.0719330906867981,0.04053160175681114,0.02032874897122383,0.051604341715574265,0.02020285278558731,0.36893203883495146,0.16129032258064516,True
SAFE_ANCHOR_E10,87,fryum,fryum/Data/Images/Anomaly/019.JPG,3.665633630589582e-05,5.7849203585647047e-05,3.096063849739039e-08,1.8713519239099696e-05,3.5342018236406147e-06,4.070640898135025e-06,6.292134912655456e-06,-2.7579330890148412e-06,-2.221494014520431e-06,0.44038929440389296,0.24096385542168675,True
SAFE_ANCHOR_E10,92,pcb1,pcb1/Data/Images/Anomaly/070.JPG,0.0009983194759115577,0.0016912792343646288,2.617506211777254e-08,0.0018279770156368613,0.0015094963600859046,0.0005793889868073165,0.00021472970547620207,0.0012947666546097025,0.00036465928133111447,0.13131313131313133,0.07142857142857142,True
SAFE_ANCHOR_E10,93,pcb1,pcb1/Data/Images/Anomaly/071.JPG,0.41440725326538086,0.8608967065811157,2.3136747628882404e-08,0.8536924123764038,0.45689883828163147,0.21946007013320923,0.05525894835591316,0.4016398899257183,0.16420112177729607,0.2393465909090909,0.09142857142857143,False
SAFE_ANCHOR_E10,94,pcb1,pcb1/Data/Images/Anomaly/017.JPG,0.000539950851816684,0.0007324724574573338,2.0491707886094446e-08,0.0009946509962901473,0.0005245800712145865,0.00029123868444003165,0.00012255417823325843,0.00040202589298132807,0.00016868450620677322,0.2975,0.3113207547169811,True
SAFE_ANCHOR_E10,95,pcb1,pcb1/Data/Images/Anomaly/072.JPG,7.49285172787495e-05,9.711301390780136e-05,2.457665004840237e-08,0.00016215426148846745,0.00015994654677342623,7.341810123762116e-05,2.7749731088988483e-05,0.00013219681568443775,4.5668370148632675e-05,0.1910569105691057,0.0,False
