arm,index,image_id,category,label,area_ratio,connected_components,boundary_area_ratio,stage,branch,score_gap_g1,score_gap_g2,score_gap_g3,score_ss2d_g1,score_ss2d_g2,score_ss2d_g3,weight_gap_g1,weight_gap_g2,weight_gap_g3,weight_ss2d_g1,weight_ss2d_g2,weight_ss2d_g3,weight_final_g1,weight_final_g2,weight_final_g3,entropy_final,effective_groups,max_weight,gap_ss2d_l1,gap_ss2d_js
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,1,normal,-3.048828125,-0.6630859375,0.24951171875,81.375,17.78125,-6.6171875,0.025683971121907234,0.27911093831062317,0.6952050924301147,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12311557680368423,0.2511998414993286,0.6256845593452454,0.8983050584793091,2.455437660217285,0.6256845593452454,1.948632001876831,0.6331157088279724
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,1,abnormal,-3.927734375,-0.464599609375,0.29443359375,104.9375,12.328125,-7.91015625,0.009891391731798649,0.31570228934288025,0.6744063496589661,1.0,6.029226772603958e-41,0.0,0.10890225321054459,0.28413206338882446,0.6069657206535339,0.9020450711250305,2.4646382331848145,0.6069657206535339,1.9802173376083374,0.6653473377227783
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,2,normal,-3.353515625,-0.97509765625,0.1688232421875,96.5625,28.265625,-4.6796875,0.02190515212714672,0.23630888760089874,0.7417859435081482,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.1197146400809288,0.212678000330925,0.667607307434082,0.8530821800231934,2.3468689918518066,0.667607307434082,1.956189751625061,0.640225350856781
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,2,abnormal,-3.990234375,-0.51220703125,0.46728515625,114.8125,14.484375,-13.625,0.008356383070349693,0.2707113027572632,0.7209323048591614,1.0,2.6624670822171524e-44,0.0,0.10752074420452118,0.24364016950130463,0.6488390564918518,0.8644828796386719,2.3737783432006836,0.6488390564918518,1.9832872152328491,0.6689600944519043
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,3,normal,-1.7841796875,-0.38720703125,0.23095703125,-49.84375,-10.9375,6.31640625,0.07971496880054474,0.322282999753952,0.5980019569396973,4.073371537922466e-25,3.211616927956129e-08,1.0,0.07174347341060638,0.29005467891693115,0.6382017731666565,0.8346330523490906,2.3039684295654297,0.6382017731666565,0.8039959669113159,0.16487723588943481
H,4,candle/Data/Images/Normal/0994.JPG,candle,0,0.0,0,0.0,3,abnormal,-2.423828125,-0.324462890625,0.10943603515625,-67.75,-8.921875,3.189453125,0.04596530646085739,0.3751223385334015,0.5789123773574829,1.5537624378957104e-31,5.496860012499383e-06,0.9999945163726807,0.04136877506971359,0.3376106321811676,0.6210205554962158,0.7942162752151489,2.2127060890197754,0.6210205554962158,0.8421642780303955,0.1743239164352417
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,1,normal,-3.064453125,-0.66650390625,0.2509765625,81.375,17.765625,-6.6171875,0.025294162333011627,0.2782507836818695,0.6964551210403442,1.0,2.3702788159675576e-28,6.102088687554991e-39,0.12276475131511688,0.25042569637298584,0.6268095970153809,0.8970255255699158,2.4522979259490967,0.6268095970153809,1.9494117498397827,0.6338359117507935
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,1,abnormal,-3.94921875,-0.467041015625,0.2958984375,104.875,12.328125,-7.90625,0.009681064635515213,0.3149297535419464,0.6753891110420227,1.0,6.418087096454095e-41,0.0,0.10871295630931854,0.28343677520751953,0.607850193977356,0.9011905193328857,2.4625329971313477,0.607850193977356,1.980637788772583,0.665834903717041
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,2,normal,-3.35546875,-0.9755859375,0.1689453125,96.5625,28.265625,-4.6796875,0.021863888949155807,0.23620951175689697,0.7419266700744629,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.11967749893665314,0.21258854866027832,0.6677339673042297,0.8529160022735596,2.3464791774749756,0.6677339673042297,1.9562722444534302,0.640304684638977
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,2,abnormal,-3.994140625,-0.5126953125,0.467529296875,114.8125,14.484375,-13.625,0.008323710411787033,0.2705761194229126,0.7211001515388489,1.0,2.6624670822171524e-44,0.0,0.10749134421348572,0.24351850152015686,0.6489900946617126,0.8643108606338501,2.3733699321746826,0.6489900946617126,1.983352541923523,0.6690384149551392
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,3,normal,-1.7783203125,-0.3857421875,0.230224609375,-49.84375,-10.9375,6.31640625,0.08014310896396637,0.32259315252304077,0.597263753414154,4.073371537922466e-25,3.211616927956129e-08,1.0,0.0721287950873375,0.2903338372707367,0.6375373601913452,0.8356937766075134,2.3064136505126953,0.6375373601913452,0.8054724931716919,0.16524018347263336
H,5,candle/Data/Images/Normal/0214.JPG,candle,0,0.0,0,0.0,3,abnormal,-2.416015625,-0.323486328125,0.10894775390625,-67.75,-8.921875,3.189453125,0.04630524292588234,0.37532204389572144,0.5783727169036865,1.5537624378957104e-31,5.496860012499383e-06,0.9999945163726807,0.041674718260765076,0.3377903699874878,0.6205348372459412,0.7951532006263733,2.214780330657959,0.6205348372459412,0.8432435989379883,0.1745946705341339
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,1,normal,-3.044921875,-0.662109375,0.249267578125,81.375,17.78125,-6.6171875,0.025779251009225845,0.27932679653167725,0.6948939561843872,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12320132553577423,0.251394122838974,0.6254045367240906,0.8986216187477112,2.4562151432037354,0.6254045367240906,1.948441505432129,0.6329401731491089
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,1,abnormal,-3.923828125,-0.4638671875,0.2939453125,104.9375,12.328125,-7.90625,0.009930693544447422,0.31595227122306824,0.6741169691085815,1.0,6.029226772603958e-41,0.0,0.10893762856721878,0.2843570411205292,0.6067052483558655,0.9022765159606934,2.4652087688446045,0.6067052483558655,1.9801385402679443,0.6652563810348511
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,2,normal,-3.208984375,-0.93359375,0.1612548828125,96.5625,28.265625,-4.6796875,0.025114770978689194,0.2444099336862564,0.7304753661155701,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.12260329723358154,0.21996892988681793,0.6574277877807617,0.8661506175994873,2.3777403831481934,0.6574277877807617,1.9497705698013306,0.634168267250061
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,2,abnormal,-3.818359375,-0.48974609375,0.447509765625,114.8125,14.484375,-13.625,0.00998737383633852,0.27864399552345276,0.7113686800003052,1.0,2.6624670822171524e-44,0.0,0.10898863524198532,0.2507795989513397,0.6402317881584167,0.8739434480667114,2.3963420391082764,0.6402317881584167,1.980025291442871,0.6651256084442139
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,3,normal,-2.078125,-0.464111328125,0.25390625,-49.96875,-10.9609375,6.33203125,0.06126786395907402,0.30774426460266113,0.6309878826141357,3.539006528449002e-25,3.0885814794601174e-08,1.0,0.05514107644557953,0.2769698202610016,0.6678891181945801,0.7849600911140442,2.192319393157959,0.6678891181945801,0.7380242347717285,0.1489437073469162
H,6,candle/Data/Images/Anomaly/026.JPG,candle,1,0.0018745993649468553,1,0.6481113320079522,3,abnormal,-2.826171875,-0.36181640625,0.1422119140625,-67.9375,-8.9375,3.19921875,0.031040143221616745,0.36490491032600403,0.604054868221283,1.2755963934530014e-31,5.35904882781324e-06,0.9999946355819702,0.02793612889945507,0.3284149467945099,0.6436488628387451,0.7492263913154602,2.115363121032715,0.6436488628387451,0.791879415512085,0.16188102960586548
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,1,normal,-3.052734375,-0.6640625,0.2498779296875,81.375,17.78125,-6.6171875,0.02558685652911663,0.2788713872432709,0.6955417990684509,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12302817404270172,0.250984251499176,0.6259875893592834,0.8979660272598267,2.4546053409576416,0.6259875893592834,1.9488264322280884,0.633294939994812
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,1,abnormal,-3.93359375,-0.465087890625,0.294677734375,104.9375,12.328125,-7.90625,0.009834067896008492,0.3155630826950073,0.6746028661727905,1.0,6.029226772603958e-41,0.0,0.10885066539049149,0.2840067744255066,0.6071425676345825,0.901861310005188,2.4641854763031006,0.6071425676345825,1.9803318977355957,0.6654800176620483
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,2,normal,-3.271484375,-0.951171875,0.16455078125,96.5625,28.265625,-4.6796875,0.02367289550602436,0.2409629374742508,0.7353641986846924,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.12130560725927353,0.2168666422367096,0.6618277430534363,0.8605312705039978,2.3644165992736816,0.6618277430534363,1.9526543617248535,0.6368628740310669
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,2,abnormal,-3.892578125,-0.499267578125,0.455810546875,114.8125,14.484375,-13.625,0.009249149821698666,0.275294691324234,0.7154561281204224,1.0,2.6624670822171524e-44,0.0,0.10832423716783524,0.2477652132511139,0.6439105272293091,0.8699110746383667,2.3866984844207764,0.6439105272293091,1.9815016984939575,0.6668434143066406
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,3,normal,-2.03125,-0.448974609375,0.253173828125,-49.96875,-10.96875,6.33203125,0.06375093758106232,0.3102130889892578,0.6260359883308411,3.539006528449002e-25,3.0645463056089284e-08,1.0,0.057375840842723846,0.2791917622089386,0.6634324193000793,0.7924214005470276,2.208738088607788,0.6634324193000793,0.7479280233383179,0.15130102634429932
H,7,candle/Data/Images/Anomaly/023.JPG,candle,1,0.002485800748349011,1,0.7916041979010495,3,abnormal,-2.759765625,-0.35888671875,0.1339111328125,-67.9375,-8.9453125,3.19921875,0.033230919390916824,0.3666324019432068,0.6001367568969727,1.2755963934530014e-31,5.317343948263442e-06,0.9999946355819702,0.029907826334238052,0.32996970415115356,0.6401225328445435,0.7563767433166504,2.130542755126953,0.6401225328445435,0.7997158765792847,0.16379854083061218
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,1,normal,-3.044921875,-0.66259765625,0.249267578125,81.375,17.78125,-6.6171875,0.025782765820622444,0.2792285084724426,0.6949887275695801,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12320449203252792,0.25130563974380493,0.6254898309707642,0.8985460996627808,2.4560296535491943,0.6254898309707642,1.9484343528747559,0.6329336762428284
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,1,abnormal,-3.923828125,-0.464111328125,0.2939453125,104.9375,12.328125,-7.91015625,0.009931459091603756,0.315899521112442,0.6741690039634705,1.0,6.029226772603958e-41,0.0,0.1089383140206337,0.2843095660209656,0.6067520976066589,0.9022417068481445,2.465122938156128,0.6067520976066589,1.9801369905471802,0.6652547121047974
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,2,normal,-3.3203125,-0.96533203125,0.1669921875,96.5625,28.265625,-4.6796875,0.022606218233704567,0.23822258412837982,0.7391712665557861,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.1203455999493599,0.21440032124519348,0.6652541160583496,0.8561239242553711,2.3540186882019043,0.6652541160583496,1.9547877311706543,0.6388838291168213
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,2,abnormal,-3.951171875,-0.5068359375,0.462646484375,114.8125,14.484375,-13.625,0.008702714927494526,0.2725905776023865,0.7187066674232483,1.0,2.6624670822171524e-44,0.0,0.10783244669437408,0.2453315109014511,0.64683598279953,0.8666903972625732,2.3790242671966553,0.64683598279953,1.9825944900512695,0.668133556842804
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,3,normal,-1.955078125,-0.428466796875,0.248291015625,-49.875,-10.9375,6.3203125,0.06822201609611511,0.31399551033973694,0.6177825331687927,3.9326550226872077e-25,3.1990960991379325e-08,1.0,0.06139981374144554,0.2825959622859955,0.6560043096542358,0.805017352104187,2.2367353439331055,0.6560043096542358,0.7644349336624146,0.15525676310062408
H,8,candle/Data/Images/Anomaly/045.JPG,candle,1,4.4722052444060165e-05,1,1.0,3,abnormal,-2.658203125,-0.3505859375,0.12451171875,-67.8125,-8.921875,3.19140625,0.03674675524234772,0.3693213164806366,0.5939319133758545,1.4567765132395914e-31,5.486134341481375e-06,0.9999945163726807,0.033072080463171005,0.3323897123336792,0.6345381140708923,0.7674793004989624,2.1543290615081787,0.6345381140708923,0.8121252059936523,0.16685014963150024
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,1,normal,-3.0546875,-0.66455078125,0.25,81.375,17.78125,-6.6171875,0.02553950995206833,0.27876341342926025,0.695697009563446,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12298555672168732,0.25088706612586975,0.626127302646637,0.8978078961372375,2.4542171955108643,0.626127302646637,1.9489208459854126,0.633382260799408
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,1,abnormal,-3.9375,-0.465576171875,0.294921875,104.9375,12.328125,-7.91015625,0.009796000085771084,0.31541773676872253,0.6747862696647644,1.0,6.029226772603958e-41,0.0,0.10881640017032623,0.2838759422302246,0.6073076128959656,0.9017029404640198,2.4637951850891113,0.6073076128959656,1.980407953262329,0.6655681133270264
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,2,normal,-3.359375,-0.9765625,0.169189453125,96.5625,28.265625,-4.6796875,0.02178158052265644,0.23601071536540985,0.7422077059745789,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.11960342526435852,0.21240964531898499,0.6679869294166565,0.8525837659835815,2.3456995487213135,0.6679869294166565,1.9564367532730103,0.6404629945755005
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,2,abnormal,-3.998046875,-0.51318359375,0.468017578125,114.8125,14.484375,-13.625,0.008289705030620098,0.2703932821750641,0.7213169932365417,1.0,2.6624670822171524e-44,0.0,0.10746073722839355,0.2433539479970932,0.649185299873352,0.8640943765640259,2.3728561401367188,0.649185299873352,1.983420491218567,0.6691199541091919
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,3,normal,-1.779296875,-0.385986328125,0.2303466796875,-49.84375,-10.9375,6.31640625,0.08007160574197769,0.3225415349006653,0.59738689661026,4.073371537922466e-25,3.211616927956129e-08,1.0,0.07206444442272186,0.2902873754501343,0.6376482248306274,0.8355168700218201,2.3060054779052734,0.6376482248306274,0.80522620677948,0.16517966985702515
H,9,candle/Data/Images/Normal/0844.JPG,candle,0,0.0,0,0.0,3,abnormal,-2.41796875,-0.323486328125,0.1090087890625,-67.75,-8.921875,3.189453125,0.046217434108257294,0.3753427267074585,0.5784398913383484,1.5537624378957104e-31,5.496860012499383e-06,0.9999945163726807,0.041595689952373505,0.3378089666366577,0.6205953359603882,0.7949509620666504,2.2143325805664062,0.6205953359603882,0.8431093096733093,0.17456099390983582
H,10,candle/Data/Images/Normal/0659.JPG,candle,0,0.0,0,0.0,1,normal,-3.0625,-0.666015625,0.250732421875,81.375,17.78125,-6.6171875,0.02534322440624237,0.27838242053985596,0.6962743997573853,1.0,2.4076052642197266e-28,6.102088687554991e-39,0.12280890345573425,0.25054416060447693,0.6266469359397888,0.8972061276435852,2.4527409076690674,0.6266469359397888,1.9493135213851929,0.6337450742721558
H,10,candle/Data/Images/Normal/0659.JPG,candle,0,0.0,0,0.0,1,abnormal,-3.9453125,-0.466552734375,0.295654296875,104.9375,12.328125,-7.91015625,0.009718694724142551,0.3150751292705536,0.675206184387207,1.0,6.029226772603958e-41,0.0,0.10874682664871216,0.2835676074028015,0.6076855659484863,0.9013485312461853,2.4629223346710205,0.6076855659484863,1.980562686920166,0.6657475233078003
H,10,candle/Data/Images/Normal/0659.JPG,candle,0,0.0,0,0.0,2,normal,-3.373046875,-0.97998046875,0.1697998046875,96.5625,28.265625,-4.6796875,0.021499741822481155,0.23535789549350739,0.743142306804657,1.0,2.1829513139967887e-30,1.1210387714598537e-44,0.11934977024793625,0.21182210743427277,0.6688280701637268,0.8514726758003235,2.343094825744629,0.6688280701637268,1.9570003747940063,0.6410061120986938
