class,image_path,patch,E_raw,T_v2,p1_p8_contaminated,p1_p8_multiple_contaminated,p9_index,p16_index,quality_quartiles
candle,candle/Data/Images/Anomaly/002.JPG,396,0.9770955443382263,0.9934860467910767,False,False,687,589,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,417,0.9622319340705872,0.9596105813980103,False,False,998,766,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,418,0.9052144885063171,0.828055202960968,False,False,847,661,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,433,0.9583333134651184,0.960188090801239,False,False,847,807,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,453,0.9049708247184753,0.788093090057373,False,False,468,813,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,454,0.9671052098274231,0.9697995185852051,False,False,998,104,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,455,0.9237329363822937,0.8610871434211731,False,False,998,109,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,470,0.9583333134651184,0.9560160040855408,False,False,1272,104,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,489,0.9580896496772766,0.897615909576416,False,False,998,104,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,491,0.9644249081611633,0.9674768447875977,False,False,687,766,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,507,0.9398148059844971,0.7961495518684387,False,False,687,1347,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,544,0.8679337501525879,0.7539065480232239,False,False,288,1347,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,567,0.9203216433525085,0.98943692445755,False,False,142,671,4;3;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,603,0.9744152426719666,0.9961965680122375,False,False,671,847,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,605,0.8240740895271301,0.7878081798553467,False,False,589,62,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,840,0.9378654956817627,0.8611018061637878,False,False,1347,813,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,969,0.9605262875556946,0.9687218070030212,False,False,186,738,4;3;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,1007,0.9429824352264404,0.9580826759338379,False,False,738,117,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1008,0.9286062121391296,0.8717154264450073,False,False,807,220,4;3;1;4;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1009,0.9444444179534912,0.9165120124816895,False,False,847,104,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1045,0.9544346928596497,0.9584989547729492,False,False,998,1347,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,1046,0.9809941649436951,0.9964157938957214,False,False,766,661,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,1062,0.9371345043182373,0.9694992303848267,False,False,74,734,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1063,0.9403021335601807,0.9915162920951843,False,False,74,589,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1079,0.8732943534851074,0.9891334772109985,False,False,1036,19,4;3;1;2;4;4;4;4;4;2
candle,candle/Data/Images/Anomaly/002.JPG,1083,0.942251443862915,0.9690990447998047,False,False,738,1347,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1100,0.9078946709632874,0.7914398312568665,False,False,687,1195,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1116,0.7836257815361023,0.7549922466278076,False,False,757,708,4;3;1;3;4;4;4;4;4;2
candle,candle/Data/Images/Anomaly/002.JPG,1117,0.9208089709281921,0.9940820336341858,False,False,16,810,4;3;1;3;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1120,0.9269006252288818,0.8987095355987549,False,False,738,813,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1121,0.919834315776825,0.9476204514503479,False,False,812,220,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1157,0.9057016968727112,0.7663819193840027,False,False,16,248,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/002.JPG,1158,0.9656432271003723,0.9774211645126343,False,False,738,109,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,1161,0.974415123462677,0.9578953981399536,False,False,661,733,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/002.JPG,1177,0.8430798649787903,0.8440991640090942,False,False,810,778,4;2;1;1;4;4;4;4;4;1
candle,candle/Data/Images/Anomaly/003.JPG,192,0.8988791108131409,0.9973740577697754,False,False,704,447,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,193,0.9661305546760559,0.9976447820663452,False,False,775,151,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,194,0.8908382058143616,0.9455317258834839,False,False,50,632,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,229,0.8981481194496155,0.9976816773414612,False,False,50,854,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,230,0.8998537659645081,0.9732512831687927,False,False,924,1029,4;1;1;4;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,231,0.9400584697723389,0.9997380375862122,False,False,100,77,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,232,0.8479531407356262,0.9783797860145569,False,False,50,1182,4;2;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,266,0.984649121761322,0.9993424415588379,False,False,725,924,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,267,0.899366557598114,0.9992946982383728,False,False,187,50,4;2;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,268,0.9673488736152649,0.9967949390411377,False,False,102,257,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,303,0.9074074625968933,0.9022985696792603,False,False,102,1029,4;3;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,304,0.8991227746009827,0.9972976446151733,False,False,100,608,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,308,0.9283626079559326,0.9945581555366516,False,False,632,1029,4;2;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,309,0.9205653071403503,0.9647970795631409,False,False,102,1322,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,337,0.7797271609306335,0.948024332523346,False,False,504,1272,4;1;1;1;4;4;4;4;4;2
candle,candle/Data/Images/Anomaly/003.JPG,341,0.9463937878608704,0.9911720156669617,False,False,1313,46,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,344,0.9602826237678528,0.9925248622894287,False,False,1313,1029,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,345,0.8732943534851074,0.7572704553604126,False,False,1065,849,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,346,0.941033124923706,0.9988175630569458,False,False,1065,775,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,355,0.8654971122741699,0.9820283055305481,False,False,100,1065,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,359,0.9714911580085754,0.9033360481262207,False,False,144,19,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,378,0.9025341868400574,0.8742839694023132,False,False,1271,144,4;3;1;3;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,379,0.9269006252288818,0.9738898873329163,False,False,725,1065,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,380,0.9839181303977966,0.9830485582351685,False,False,468,924,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,381,0.9656432271003723,0.9829908609390259,False,False,924,536,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,395,0.9632065892219543,0.9490972757339478,False,False,146,99,4;3;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,396,0.9890351295471191,0.998222827911377,False,False,86,661,4;4;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,397,0.9593079686164856,0.8104488849639893,False,False,144,536,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,417,0.9712474942207336,0.9879115223884583,False,False,775,1157,4;3;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,418,0.9517543911933899,0.9979631900787354,False,False,775,1029,4;2;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,419,0.8798732757568359,0.9545888900756836,False,False,897,151,4;2;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,454,0.9417641758918762,0.9616016149520874,False,False,146,50,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,455,0.9795321822166443,0.9988992214202881,False,False,775,144,4;2;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,456,0.892787516117096,0.9966402053833008,False,False,849,1265,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,489,0.9456627368927002,0.9324814081192017,False,False,102,1313,4;3;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,491,0.8601365089416504,0.7845557928085327,False,False,1271,363,4;1;1;1;4;4;4;4;4;2
candle,candle/Data/Images/Anomaly/003.JPG,492,0.9152047038078308,0.9945030808448792,False,False,1065,146,4;2;1;3;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,493,0.9310429096221924,0.9993601441383362,False,False,46,1322,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,528,0.8450292944908142,0.8102083802223206,False,False,1065,50,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,532,0.982212483882904,0.998104453086853,False,False,1271,849,4;2;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1009,0.9561403393745422,0.8701477646827698,False,False,100,19,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1025,0.9763645529747009,0.982196569442749,False,False,468,19,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1026,0.9724658131599426,0.9238247871398926,False,False,468,86,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1046,0.9700291752815247,0.8993371725082397,False,False,100,86,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1062,0.9666178822517395,0.8853321075439453,False,False,1157,146,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1063,0.9632065892219543,0.8965427279472351,False,False,102,146,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1083,0.9473683834075928,0.8744178414344788,False,False,775,363,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1099,0.9244639277458191,0.7928009629249573,False,False,775,504,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/003.JPG,1100,0.9283626079559326,0.775395393371582,False,False,102,924,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1120,0.9480994343757629,0.9691140651702881,False,False,608,144,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/003.JPG,1360,0.8825536370277405,0.906071126461029,False,False,763,257,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,174,0.8457602858543396,0.788777232170105,False,False,295,685,4;1;1;2;4;4;4;4;4;1
candle,candle/Data/Images/Anomaly/004.JPG,288,0.9047271609306335,0.8862957954406738,False,False,962,756,4;2;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,327,0.9276316165924072,0.7545731067657471,False,False,144,963,4;1;1;3;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,342,0.9476121068000793,0.7670358419418335,False,False,95,144,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,343,0.9568713307380676,0.894499659538269,False,False,764,295,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,359,0.9663742184638977,0.9755374193191528,False,False,854,969,4;3;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,364,0.9700291752815247,0.9977593421936035,False,False,963,969,4;2;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,380,0.985867440700531,0.9692286252975464,False,False,82,295,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,395,0.9773392081260681,0.9459023475646973,False,False,685,34,4;3;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,396,0.9775828719139099,0.9959871172904968,False,False,414,95,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,401,0.9305555820465088,0.9951251745223999,False,False,560,147,4;1;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,416,0.962475597858429,0.8609099984169006,False,False,649,969,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,417,0.9483430981636047,0.8875928521156311,False,False,1043,609,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,429,0.9617446064949036,0.904959499835968,False,False,572,103,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,433,0.9675926566123962,0.7761384844779968,False,False,1361,995,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,453,0.9658868908882141,0.8823314309120178,False,False,649,764,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,454,0.9610136151313782,0.8429359793663025,False,False,854,295,4;1;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,470,0.9695419669151306,0.877325713634491,False,False,969,649,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,471,0.9208089709281921,0.7617208361625671,False,False,764,859,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,473,0.9269005656242371,0.9708550572395325,False,False,184,1274,4;2;1;4;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,474,0.8996101021766663,0.7573827505111694,False,False,219,969,4;2;1;2;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,489,0.9851364493370056,0.9386314749717712,False,False,144,995,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,491,0.9437134265899658,0.8674111366271973,False,False,82,219,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,492,0.9602826237678528,0.8956566452980042,False,False,144,649,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,507,0.9685671925544739,0.9215600490570068,False,False,764,1305,4;3;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,508,0.9434698224067688,0.8128414750099182,False,False,969,219,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,557,0.9259259104728699,0.9888618588447571,False,False,608,168,4;2;1;1;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,822,0.8343079686164856,0.7781714200973511,False,False,608,383,4;1;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,1008,0.9510233998298645,0.836581826210022,False,False,854,1305,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,1009,0.9449317455291748,0.8660314679145813,False,False,764,219,4;2;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,1025,0.9783138632774353,0.9480597376823425,False,False,854,1305,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,1046,0.9130117297172546,0.8479397892951965,False,False,212,95,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,1062,0.9400584697723389,0.7974345088005066,False,False,82,144,4;2;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/004.JPG,1099,0.9568713307380676,0.8350951671600342,False,False,685,82,4;2;1;1;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/004.JPG,1136,0.9242202639579773,0.8199902772903442,False,False,212,95,4;1;1;2;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/005.JPG,206,0.9437134265899658,0.7765829563140869,False,False,812,141,4;4;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/005.JPG,207,0.9729532599449158,0.9747487902641296,False,False,771,373,4;4;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/005.JPG,244,0.8976607918739319,0.9767300486564636,False,False,811,660,4;3;1;4;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/005.JPG,279,0.9632065892219543,0.8566558361053467,False,False,609,810,4;4;1;3;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/005.JPG,280,0.8986354470252991,0.9451656341552734,False,False,183,516,4;2;1;4;4;4;4;4;4;3
candle,candle/Data/Images/Anomaly/005.JPG,283,0.9310429096221924,0.9764136672019958,False,False,183,111,4;2;1;4;4;4;4;4;4;4
candle,candle/Data/Images/Anomaly/005.JPG,286,0.8988791108131409,0.7989292144775391,False,False,812,141,4;3;1;1;4;4;4;4;4;3
