D_rank_i,D_rank_j,E_aligned_gap,E_aligned_i,E_aligned_j,E_shifted_gap,E_shifted_i,E_shifted_j,abs_base_rank_gap,abs_score_gap,aligned_correct,aligned_corrected_gap,aligned_pair_rank_displacement,aligned_transition,base_correct,chebyshev_distance,class,col_i,col_j,delta_col,delta_row,euclidean_distance,image_id,image_identity,m_bar_i,m_bar_j,patch_i,patch_j,row_i,row_j,schema_version,shifted_correct,shifted_corrected_gap,shifted_pair_rank_displacement,shifted_transition,signed_base_rank_gap,signed_score_gap,stable_base_rank_i,stable_base_rank_j,valid_reference_i,valid_reference_j
0.3680573105812073,0.39045414328575134,0.07403121888637543,0.11483584344387054,0.04080462455749512,0.00013337517157196999,0.0027871131896972656,0.0026537380181252956,63,1.8706998825073242,True,1.6297063827514648,2,preserved,True,15,candle,8,23,-15,10,18.027756377319946,6,candle/Data/Images/Anomaly/026.JPG,-15.010640144348145,-16.88134002685547,600,245,16,6,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.03513145446777344,8,preserved,-63,1.8706998825073242,42,105,True,True
0.4349314868450165,0.3826586604118347,0.02438962645828724,0.051937662065029144,0.027548035606741905,-0.03325707092881203,0.003391881939023733,0.0366489514708519,54,0.7141323089599609,True,0.3022918701171875,5,preserved,True,18,candle,30,12,18,-3,18.24828759089466,7,candle/Data/Images/Anomaly/023.JPG,-17.378156661987305,-18.092288970947266,511,604,13,16,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.6695423126220703,17,broken,-54,0.7141323089599609,69,123,True,True
0.32081475853919983,0.3336254954338074,0.0051857237704098225,0.012171825394034386,0.006986101623624563,0.009403328411281109,0.011851946823298931,0.0024486184120178223,14,0.015840530395507812,True,0.021764755249023438,1,preserved,True,11,candle,6,1,5,11,12.083045973594572,13,candle/Data/Images/Anomaly/044.JPG,-18.608314514160156,-18.624155044555664,820,408,22,11,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.05164337158203125,4,preserved,-14,0.015840530395507812,346,360,True,True
0.3258137106895447,0.296416699886322,0.4747929573059082,0.502499520778656,0.027706563472747803,-0.0009099444141611457,0.001252551912330091,0.0021624963264912367,114,10.115949630737305,True,10.115949630737305,0,preserved,True,6,candle,29,35,-6,-5,7.810249675906654,18,candle/Data/Images/Anomaly/077.JPG,-6.910237789154053,-17.026187896728516,880,1071,23,28,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.38570404052734375,5,broken,-114,10.115949630737305,16,130,True,True
0.3597625195980072,0.3962986171245575,-0.03384464979171753,0.013711988925933838,0.04755663871765137,0.0009185672388412058,0.0016600291710346937,0.0007414619321934879,57,0.2702827453613281,False,-0.419952392578125,6,missed,False,20,candle,24,5,19,-20,27.586228448267445,19,candle/Data/Images/Anomaly/027.JPG,-18.18729591369629,-17.91701316833496,135,856,3,23,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.24196243286132812,18,rescued,57,-0.2702827453613281,215,158,True,True
0.35669517517089844,0.4607688784599304,-0.055748820304870605,0.09740442037582397,0.15315324068069458,-0.005472520831972361,0.004508992191404104,0.009981513023376465,21,1.5400390625,False,-1.5400390625,0,missed,False,15,candle,31,16,15,-6,16.15549442140351,28,candle/Data/Images/Anomaly/018.JPG,-14.949685096740723,-13.409646034240723,549,756,14,20,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.18556976318359375,6,missed,21,-1.5400390625,46,25,True,True
0.33793458342552185,0.41651973128318787,0.03339926153421402,0.13912886381149292,0.1057296022772789,-0.0011729001998901367,0.00040036439895629883,0.0015732645988464355,20,1.934433937072754,True,1.682753562927246,1,preserved,True,25,candle,14,11,3,25,25.179356624028344,30,candle/Data/Images/Anomaly/076.JPG,-14.875004768371582,-16.809438705444336,1050,122,28,3,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.11007499694824219,31,broken,-20,1.934433937072754,39,59,True,True
0.3558884859085083,0.3747888207435608,0.032447993755340576,0.06988336890935898,0.0374353751540184,0.010228614322841167,0.01347716711461544,0.0032485525589436293,14,0.29194068908691406,True,0.6191043853759766,7,preserved,True,19,candle,15,19,-4,-19,19.4164878389476,59,candle/Data/Images/Anomaly/056.JPG,-17.205480575561523,-17.497421264648438,237,944,6,25,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.4193992614746094,3,preserved,-14,0.29194068908691406,75,89,True,True
0.43970227241516113,0.3400772213935852,0.6189322471618652,0.6474623084068298,0.0285300612449646,-0.00021658337209373713,0.0016125242691487074,0.0018291076412424445,110,12.898340225219727,True,12.898340225219727,0,preserved,True,5,candle,21,23,-2,5,5.385164807134504,60,candle/Data/Images/Anomaly/063.JPG,-4.376284122467041,-17.27462387084961,206,23,5,0,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.3713188171386719,10,broken,-110,12.898340225219727,19,129,True,True
0.33001452684402466,0.30195003747940063,0.012073814868927002,0.04553036019206047,0.03345654532313347,-0.0005161166191101074,0.0002875725622288883,0.0008036891813389957,44,0.7302341461181641,True,0.5812339782714844,2,preserved,True,1,candle,10,9,1,-1,1.4142135623730951,65,candle/Data/Images/Anomaly/031.JPG,-16.392112731933594,-17.122346878051758,1157,1193,31,32,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.2072925567626953,6,broken,-44,0.7302341461181641,69,113,True,True
0.32409074902534485,0.31538838148117065,0.8961385488510132,0.9366593360900879,0.04052078723907471,-0.0008130272617563605,0.0014497240772470832,0.0022627513390034437,121,17.562835693359375,True,17.606229782104492,1,preserved,True,4,candle,28,26,2,-4,4.47213595499958,70,candle/Data/Images/Anomaly/034.JPG,1.801748275756836,-15.761088371276855,583,729,15,19,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.0022115707397460938,9,broken,-121,17.562835693359375,2,123,True,True
0.3125957250595093,0.3265012800693512,-0.005056301597505808,0.007509907241910696,0.012566208839416504,0.0025947887916117907,0.005742847919464111,0.0031480591278523207,63,0.07628440856933594,False,-0.07628440856933594,0,missed,False,16,candle,24,8,16,-3,16.278820596099706,70,candle/Data/Images/Anomaly/034.JPG,-18.388763427734375,-18.31247901916504,616,711,16,19,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.020658493041992188,6,rescued,63,-0.07628440856933594,1025,962,True,True
0.3336496949195862,0.37103089690208435,-0.0009818878024816513,0.007515251636505127,0.008497139438986778,0.006985108368098736,0.00888790749013424,0.0019027988892048597,56,0.10169410705566406,False,-0.03142738342285156,7,broken,True,14,candle,25,15,10,14,17.204650534085253,70,candle/Data/Images/Anomaly/034.JPG,-17.88595962524414,-17.987653732299805,617,89,16,2,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.07751655578613281,2,preserved,-56,0.10169410705566406,584,640,True,True
0.2965022027492523,0.3198153078556061,0.0013846158981323242,0.003287414787337184,0.0019027988892048597,-0.899713397026062,0.03694596141576767,0.9366593360900879,34,0.07363700866699219,True,0.03999900817871094,6,preserved,True,23,candle,26,3,23,-11,25.495097567963924,70,candle/Data/Images/Anomaly/034.JPG,-18.608264923095703,-18.681901931762695,618,1002,16,27,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.025224685668945312,13,broken,-34,0.07363700866699219,1157,1191,True,True
0.33305108547210693,0.3305712342262268,0.003115674015134573,0.0099856061860919,0.006869932170957327,0.0055740876123309135,0.00833920668810606,0.0027651190757751465,17,0.025302886962890625,True,0.0419158935546875,10,rescued,False,18,candle,4,14,-10,18,20.591260281974,76,candle/Data/Images/Anomaly/022.JPG,-18.46293067932129,-18.4376277923584,1040,384,28,10,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.032520294189453125,12,rescued,17,-0.025302886962890625,546,529,True,True
0.32839858531951904,0.35118231177330017,0.3427726626396179,0.4055812954902649,0.06280863285064697,-0.03823872655630112,0.005222916603088379,0.043461643159389496,62,7.862459182739258,True,7.701837539672852,3,preserved,True,25,candle,11,17,-6,-25,25.709920264364882,90,candle/Data/Images/Anomaly/083.JPG,-9.505102157592773,-17.36756134033203,233,1164,6,31,B31R2_RAW_PAIR_GEOMETRY_v1,False,-1.418294906616211,5,broken,-62,7.862459182739258,24,86,True,True
0.29177993535995483,0.2910134196281433,4.150473978370428e-05,0.0013355811825022101,0.0012940764427185059,-0.0028584999963641167,0.0011687874794006348,0.0040272874757647514,9,0.0006961822509765625,True,0.000438690185546875,5,rescued,False,19,candle,26,14,12,19,22.47220505424423,94,candle/Data/Images/Anomaly/038.JPG,-19.522315979003906,-19.52161979675293,1210,495,32,13,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.000438690185546875,4,missed,9,-0.0006961822509765625,1036,1027,True,True
0.3085840344429016,0.29337453842163086,0.5235302448272705,0.602238655090332,0.07870841026306152,0.0012295444030314684,0.0020893216133117676,0.0008597771520726383,48,10.533151626586914,True,10.501787185668945,1,preserved,True,26,candle,26,28,-2,-26,26.076809620810597,96,candle/Data/Images/Anomaly/078.JPG,-5.393751621246338,-15.926902770996094,211,1175,5,31,B31R2_RAW_PAIR_GEOMETRY_v1,True,1.1950454711914062,5,preserved,-48,10.533151626586914,7,55,True,True
0.32342469692230225,0.3319826126098633,0.008286258205771446,0.017675122246146202,0.009388864040374756,0.00014654797269031405,0.0007313887472264469,0.0005848407745361328,65,0.094390869140625,True,0.09378623962402344,15,rescued,False,16,candle,15,31,-16,-4,16.492422502470642,97,candle/Data/Images/Anomaly/090.JPG,-18.720949172973633,-18.626558303833008,1014,1178,27,31,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.04854011535644531,5,rescued,65,-0.094390869140625,408,343,True,True
0.3294907510280609,0.30686047673225403,0.008564035408198833,0.009789824485778809,0.0012257894268259406,-0.002980272052809596,0.00041206678724847734,0.003392338752746582,41,0.017633438110351562,True,0.04040336608886719,9,rescued,False,17,candle,15,32,-17,7,18.384776310850235,97,candle/Data/Images/Anomaly/090.JPG,-19.17055320739746,-19.15291976928711,1051,809,28,21,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.0340728759765625,5,missed,41,-0.017633438110351562,1026,985,True,True
0.370455801486969,0.38459664583206177,-0.004021383821964264,0.05145814269781113,0.05547952651977539,-0.007662117946892977,0.000767270743381232,0.008429388515651226,47,0.7534618377685547,False,-0.042049407958984375,9,broken,True,26,candle,14,28,-14,26,29.5296461204668,97,candle/Data/Images/Anomaly/090.JPG,-17.075607299804688,-17.829069137573242,1124,176,30,4,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.8726844787597656,21,broken,-47,0.7534618377685547,64,111,True,True
0.336398720741272,0.3143518567085266,0.0031803054735064507,0.0101598110049963,0.006979505531489849,-0.03008514642715454,0.006761769764125347,0.03684691712260246,29,0.030986785888671875,True,0.0439453125,5,rescued,False,9,candle,21,12,9,0,9.0,101,candle/Data/Images/Anomaly/029.JPG,-18.561033248901367,-18.530046463012695,1131,1122,30,30,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.013408660888671875,1,missed,29,-0.030986785888671875,730,701,True,True
0.3457740545272827,0.3759373128414154,-0.009512662887573242,0.015249550342559814,0.024762213230133057,-0.02477673813700676,0.003163933753967285,0.027940671890974045,70,0.1456279754638672,False,-0.04251670837402344,17,broken,True,19,candle,10,29,-19,-2,19.1049731745428,105,candle/Data/Images/Anomaly/074.JPG,-18.272262573242188,-18.417890548706055,121,214,3,5,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.13881683349609375,10,broken,-70,0.1456279754638672,412,482,True,True
0.3483113646507263,0.39324089884757996,0.019283274188637733,0.024910807609558105,0.005627532955259085,0.012263934127986431,0.013564011082053185,0.0013000767212361097,103,0.24505233764648438,True,0.24728965759277344,1,preserved,True,13,candle,27,14,13,0,13.0,106,candle/Data/Images/Anomaly/013.JPG,-17.9414119720459,-18.186464309692383,767,754,20,20,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.2905731201171875,3,preserved,-103,0.24505233764648438,301,404,True,True
0.3800543248653412,0.4038533866405487,-0.13452428579330444,0.05722761154174805,0.1917518973350525,-0.001204292057082057,0.00346229481510818,0.004666586872190237,86,2.7346973419189453,False,-2.5073604583740234,3,missed,False,17,candle,11,9,2,17,17.11724276862369,108,candle/Data/Images/Anomaly/060.JPG,-17.538148880004883,-14.803451538085938,751,120,20,3,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.05388450622558594,9,missed,86,-2.7346973419189453,102,16,True,True
0.3681003749370575,0.41766321659088135,-0.07742013782262802,0.042987726628780365,0.12040786445140839,0.007108926773071289,0.008586525917053223,0.0014775991439819336,83,1.232278823852539,False,-1.085958480834961,11,missed,False,5,candle,12,14,-2,5,5.385164807134504,108,candle/Data/Images/Anomaly/060.JPG,-17.67356300354004,-16.4412841796875,752,569,20,15,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.6016139984130859,18,rescued,83,-1.232278823852539,123,40,True,True
0.34542909264564514,0.44446301460266113,0.0011198148131370544,0.04669835418462753,0.04557853937149048,0.0012743074912577868,0.004202723503112793,0.0029284160118550062,1,0.00019073486328125,True,0.029710769653320312,1,preserved,True,14,candle,9,12,-3,-14,14.317821063276353,120,candle/Data/Images/Anomaly/069.JPG,-16.559659957885742,-16.559850692749023,120,641,3,17,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.15989303588867188,1,preserved,-1,0.00019073486328125,100,101,True,True
0.30921486020088196,0.33526548743247986,-0.004024962894618511,0.0072939395904541016,0.011318902485072613,-0.015867214649915695,0.008300244808197021,0.024167459458112717,103,0.1298351287841797,False,-0.06789779663085938,4,missed,False,31,candle,27,24,3,-31,31.144823004794873,130,candle/Data/Images/Anomaly/098.JPG,-18.700546264648438,-18.570711135864258,101,1245,2,33,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.016155242919921875,11,missed,103,-0.1298351287841797,535,432,True,True
0.38069117069244385,0.35923007130622864,0.003314793109893799,0.019945383071899414,0.016630589962005615,0.005807498935610056,0.00913083553314209,0.003323336597532034,1,0.00034332275390625,True,0.028350830078125,2,rescued,False,22,candle,28,21,7,-22,23.08679276123039,130,candle/Data/Images/Anomaly/098.JPG,-18.89589500427246,-18.895551681518555,139,946,3,25,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.02869415283203125,2,rescued,1,-0.00034332275390625,762,761,True,True
0.35034140944480896,0.37500831484794617,-0.0040590763092041016,0.012027621269226074,0.016086697578430176,-0.0017072558403015137,0.001912832260131836,0.0036200881004333496,17,0.016248703002929688,False,-0.024013519287109375,7,broken,True,18,candle,29,13,16,-18,24.08318915758459,130,candle/Data/Images/Anomaly/098.JPG,-18.740631103515625,-18.756879806518555,140,790,3,21,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.05684089660644531,6,broken,-17,0.016248703002929688,568,585,True,True
0.32514387369155884,0.31363368034362793,0.009067317470908165,0.010830482468008995,0.00176316499710083,0.040574055165052414,0.043036382645368576,0.002462327480316162,59,0.03700828552246094,True,0.04491996765136719,4,preserved,True,18,candle,30,18,12,-18,21.633307652783937,130,candle/Data/Images/Anomaly/098.JPG,-18.85613250732422,-18.89314079284668,178,832,4,22,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.03785896301269531,1,preserved,-59,0.03700828552246094,698,757,True,True
0.3172224462032318,0.29584288597106934,0.0017511649057269096,0.006825069896876812,0.005073904991149902,0.028281928971409798,0.03279461711645126,0.0045126876793801785,25,0.01073455810546875,True,0.028821945190429688,2,preserved,True,28,candle,31,23,8,-28,29.120439557122072,130,candle/Data/Images/Anomaly/098.JPG,-19.01289176940918,-19.02362632751465,179,1207,4,32,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.01073455810546875,0,preserved,-25,0.01073455810546875,970,995,True,True
0.33326563239097595,0.3133696913719177,0.0052263736724853516,0.010616700164973736,0.005390326492488384,-0.00042565661715343595,0.00043914717389270663,0.0008648037910461426,65,0.04037284851074219,True,0.0568695068359375,2,preserved,True,28,candle,31,9,22,-28,35.608987629529715,130,candle/Data/Images/Anomaly/098.JPG,-18.954992294311523,-18.995365142822266,216,1230,5,33,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.00574493408203125,6,broken,-65,0.04037284851074219,867,932,True,True
0.33613085746765137,0.30620503425598145,0.001119932159781456,0.011572560295462608,0.010452628135681152,0.0030350685119628906,0.00378050422295928,0.0007454355945810676,91,0.2212810516357422,True,0.029539108276367188,6,rescued,False,27,candle,31,31,0,-27,27.0,130,candle/Data/Images/Anomaly/098.JPG,-18.468425750732422,-18.24714469909668,253,1252,6,33,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.14576148986816406,12,rescued,91,-0.2212810516357422,366,275,True,True
0.3645254969596863,0.3579752445220947,0.000603875145316124,0.009992381557822227,0.009388506412506104,0.011540372855961323,0.013426065444946289,0.0018856923561543226,1,0.0041351318359375,True,0.008907318115234375,9,preserved,True,1,candle,27,28,-1,0,1.0,134,candle/Data/Images/Anomaly/062.JPG,-19.142316818237305,-19.146451950073242,767,768,20,20,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.0437774658203125,7,preserved,-1,0.0041351318359375,143,144,True,True
0.4012824296951294,0.3658820390701294,-0.06403204053640366,0.0367167592048645,0.10074879974126816,0.0365847572684288,0.037544768303632736,0.0009600123157724738,20,0.28483009338378906,False,-1.0173759460449219,4,missed,False,3,candle,12,15,-3,-3,4.242640687119285,140,candle/Data/Images/Anomaly/015.JPG,-17.34745216369629,-17.0626220703125,160,274,4,7,B31R2_RAW_PAIR_GEOMETRY_v1,True,2.613767623901367,9,rescued,20,-0.28483009338378906,93,73,True,True
0.375959575176239,0.3767679035663605,-0.01876414194703102,0.04680369421839714,0.06556783616542816,-0.003691037418320775,0.0013144414406269789,0.005005478858947754,28,0.38507080078125,False,-0.20608901977539062,5,broken,True,3,candle,13,10,3,1,3.1622776601683795,140,candle/Data/Images/Anomaly/015.JPG,-17.04339027404785,-17.4284610748291,161,121,4,3,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.5259990692138672,8,broken,-28,0.38507080078125,71,99,True,True
0.38819071650505066,0.34690651297569275,0.3654278814792633,0.3859395682811737,0.0205116868019104,0.0010607242584228516,0.001514057395979762,0.0004533330793492496,113,7.983847618103027,True,7.990260124206543,1,preserved,True,12,candle,10,22,-12,-1,12.041594578792296,143,candle/Data/Images/Anomaly/081.JPG,-9.878138542175293,-17.86198616027832,232,281,6,7,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.1777973175048828,17,preserved,-113,7.983847618103027,17,130,True,True
0.38991090655326843,0.4226454198360443,0.1708987057209015,0.5115102529525757,0.3406115472316742,-0.0004898508777841926,0.0008722146740183234,0.001362065551802516,8,3.3156208992004395,True,3.3156208992004395,0,preserved,True,3,candle,12,9,3,2,3.605551275463989,143,candle/Data/Images/Anomaly/081.JPG,-7.406996250152588,-10.722617149353027,271,194,7,5,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.12723731994628906,24,broken,-8,3.3156208992004395,13,21,True,True
0.3498034179210663,0.42654508352279663,-0.005881169810891151,0.015800636261701584,0.021681806072592735,0.002563278190791607,0.005647818557918072,0.003084540367126465,83,0.09970283508300781,False,-0.06306076049804688,9,broken,True,17,candle,4,6,-2,-17,17.11724276862369,143,candle/Data/Images/Anomaly/081.JPG,-18.713672637939453,-18.81337547302246,337,968,9,26,B31R2_RAW_PAIR_GEOMETRY_v1,True,0.020971298217773438,6,preserved,-83,0.09970283508300781,457,540,True,True
0.3081508278846741,0.32485324144363403,0.0033343061804771423,0.0368894562125206,0.03355515003204346,-0.012624502182006836,0.011936625465750694,0.02456112764775753,13,0.14281082153320312,True,0.0987396240234375,1,preserved,True,5,candle,12,7,5,5,7.0710678118654755,144,candle/Data/Images/Anomaly/019.JPG,-16.963998794555664,-17.106809616088867,1233,1043,33,28,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.14281082153320312,3,broken,-13,0.14281082153320312,98,111,True,True
0.33850494027137756,0.3520817756652832,-0.0036550359800457954,0.005834321491420269,0.009489357471466064,-0.010672609321773052,0.002517223358154297,0.013189832679927349,58,0.03990364074707031,False,-0.04831504821777344,1,missed,False,14,candle,25,23,2,-14,14.142135623730951,145,candle/Data/Images/Anomaly/067.JPG,-18.99098014831543,-18.95107650756836,284,800,7,21,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.03593254089355469,2,missed,58,-0.03990364074707031,947,889,True,True
0.38675233721733093,0.37394970655441284,-0.01956002041697502,0.026378314942121506,0.04593833535909653,0.05498707294464111,0.055710554122924805,0.0007234811782836914,23,0.13136672973632812,False,-0.3061866760253906,3,missed,False,10,candle,12,16,-4,-10,10.770329614269007,146,candle/Data/Images/Anomaly/016.JPG,-17.70099449157715,-17.56962776184082,160,534,4,14,B31R2_RAW_PAIR_GEOMETRY_v1,True,1.1120071411132812,25,rescued,23,-0.13136672973632812,118,95,True,True
0.36802682280540466,0.3550461530685425,-0.002515554428100586,0.039878569543361664,0.04239412397146225,-0.0006266434793360531,0.0003797213430516422,0.0010063648223876953,9,0.09380722045898438,False,-0.047458648681640625,6,missed,False,14,candle,13,27,-14,-11,17.804493814764857,146,candle/Data/Images/Anomaly/016.JPG,-17.303598403930664,-17.20979118347168,161,582,4,15,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.11165237426757812,20,missed,9,-0.09380722045898438,77,68,True,True
0.41649577021598816,0.33449476957321167,0.020493067800998688,0.05301004648208618,0.032516978681087494,-0.0007246733293868601,0.0006736914510838687,0.0013983647804707289,31,0.13256454467773438,True,0.3353767395019531,29,rescued,False,24,candle,13,31,-18,-24,30.0,147,candle/Data/Images/Anomaly/068.JPG,-18.23005485534668,-18.097490310668945,309,1215,8,32,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.13314437866210938,3,missed,31,-0.13256454467773438,240,209,True,True
0.29079747200012207,0.3128671944141388,0.00015419721603393555,0.0047437152825295925,0.004589518066495657,-0.02346195839345455,0.0006301204557530582,0.02409207820892334,75,0.03613853454589844,True,0.004222869873046875,5,rescued,False,17,candle,13,30,-17,-15,22.67156809750927,147,candle/Data/Images/Anomaly/068.JPG,-19.075788497924805,-19.039649963378906,346,918,9,24,B31R2_RAW_PAIR_GEOMETRY_v1,False,-0.035366058349609375,1,missed,75,-0.03613853454589844,908,833,True,True
