epoch,target,scope,alpha05_max,alpha05_pixel_ap,alpha05_pixel_auroc,alpha0_max,alpha0_pixel_ap,alpha0_pixel_auroc,class_name,delta_pixel_ap,delta_pixel_auroc,image_label,image_path,mask_coverage,score_diff_abs_mean,score_diff_max,score_diff_mean,score_diff_min,score_diff_negative_mean,score_diff_positive_mean
12,Brain,medical,8.315356353705283e-06,,,8.307026291731745e-06,,,Brain,,,0,good/img/00020_96.png,0.0,7.721749351041751e-10,1.4459146768786013e-08,7.721749351041751e-10,4.933964348197151e-11,7.721749530688981e-10,
12,Brain,medical,5.221024252932693e-07,,,5.109957328386372e-07,,,Brain,,,0,good/img/00020_97.png,0.0,8.047977284597607e-10,1.3003102594666416e-08,8.047977284597607e-10,5.987432771803469e-11,8.047977355979845e-10,
12,Brain,medical,4.519373305811314e-06,,,4.404203082231106e-06,,,Brain,,,0,good/img/00020_98.png,0.0,2.64309307773658e-09,1.189891918329522e-07,2.64309307773658e-09,1.8964385617437074e-11,2.643093174335136e-09,
12,Brain,medical,1.6215172990996507e-06,,,1.5761706890771165e-06,,,Brain,,,0,good/img/00020_99.png,0.0,1.6253730583670745e-09,6.430673238355666e-08,1.6253730583670745e-09,6.016254161522738e-11,1.6253731260097306e-09,
12,Brain,medical,2.9444518645505013e-07,,,2.85737939975661e-07,,,Brain,,,0,good/img/00021_96.png,0.0,7.109834943008764e-10,9.778432286111638e-09,7.109834943008764e-10,7.937739354701989e-11,7.109834956315353e-10,
12,Brain,medical,1.4451443348661996e-06,,,1.3715875866182614e-06,,,Brain,,,0,good/img/00021_97.png,0.0,1.2983011332678984e-09,7.355674824793823e-08,1.2983011332678984e-09,1.0029310715253814e-10,1.2983010005371536e-09,
12,Brain,medical,6.349223895085743e-06,,,6.170987489895197e-06,,,Brain,,,0,good/img/00021_98.png,0.0,1.8111120381192336e-09,2.0396782929310575e-07,1.8111120381192336e-09,9.50075573769027e-11,1.811112006523532e-09,
12,Brain,medical,3.3662513487797696e-06,,,3.297542662039632e-06,,,Brain,,,0,good/img/00021_99.png,0.0,1.2198962950904502e-09,6.915479389135726e-08,1.2198962950904502e-09,6.393241491764456e-11,1.2198963342960645e-09,
12,Brain,medical,0.0012178452452644706,,,0.0012110157404094934,,,Brain,,,0,good/img/00026_95.png,0.0,3.080282695577807e-08,7.193419151008129e-06,3.080282695577807e-08,7.426592674164567e-11,3.0802824944328225e-08,
12,Brain,medical,1.0649469004420098e-06,,,1.0416832765258732e-06,,,Brain,,,0,good/img/00026_96.png,0.0,1.2657432879592534e-09,3.346684707139502e-08,1.2657432879592534e-09,4.5436543416599307e-11,1.2657433045204953e-09,
12,Brain,medical,1.892992429475271e-07,,,1.7152741804693505e-07,,,Brain,,,0,good/img/00026_97.png,0.0,1.0070352329805132e-09,1.78016108520751e-08,1.0070352329805132e-09,7.532019452582972e-11,1.0070351364407119e-09,
12,Brain,medical,1.9495688263759803e-07,,,1.8507290633351658e-07,,,Brain,,,0,good/img/00026_98.png,0.0,8.391988215450397e-10,1.0007596529248985e-08,8.38969171912396e-10,-1.4340173493110342e-10,8.389691365208408e-10,
12,Brain,medical,1.957968578381042e-07,,,1.8730038675585092e-07,,,Brain,,,0,good/img/00026_99.png,0.0,7.728885864644042e-10,1.0626408197822457e-08,7.728885864644042e-10,9.031309033957768e-11,7.728885672319142e-10,
12,Brain,medical,2.890026962631964e-06,,,2.8025156098010484e-06,,,Brain,,,0,good/img/00028_98.png,0.0,1.2991399067630027e-09,1.0784810910990927e-07,1.2991399067630027e-09,5.967448757360216e-11,1.2991399862690458e-09,
12,Brain,medical,3.2462565968671697e-07,,,3.1942431633069646e-07,,,Brain,,,0,good/img/00028_99.png,0.0,6.784504069656805e-10,7.3956698543042876e-09,6.784504069656805e-10,3.327649267248489e-11,6.78450417753286e-10,
12,Brain,medical,0.20449547469615936,,,0.2038337141275406,,,Brain,,,0,good/img/00056_97.png,0.0,4.913876637147041e-06,0.0007317066192626953,4.913876637147041e-06,1.0103207159772865e-09,4.913876125617958e-06,
12,Brain,medical,0.1415926218032837,0.09011635486386552,0.8101812386609778,0.14166687428951263,0.09022028525606428,0.8104252400650431,Brain,-0.00010393039219876166,-0.00024400140406533044,1,Ungood/img/00002_60.png,0.04101012209120317,7.559638675047609e-07,4.8566609621047974e-05,2.2597464521822985e-07,-7.425248622894287e-05,2.279774952857287e-07,1.791399646556879e-07
12,Brain,medical,0.9996782541275024,0.22872752945300384,0.8908198084537442,0.9996782541275024,0.2285565085925226,0.890735915050673,Brain,0.00017102086048123577,8.38934030712446e-05,1,Ungood/img/00002_68.png,0.06881605819829759,0.00018945496412925422,0.005006849765777588,0.00018945493502542377,-1.1920928955078125e-07,0.0001596394967545682,0.0005929022385859083
12,Brain,medical,0.9963219165802002,0.517535987604201,0.9472915405931915,0.9963201284408569,0.5177153803941879,0.9473337120527071,Brain,-0.00017939278998679864,-4.2171459515571996e-05,1,Ungood/img/00002_76.png,0.0877633010837644,0.0001721123408060521,0.005038648843765259,0.00017203568131662905,-3.3974647521972656e-05,0.00014933701841950972,0.0004079719118389251
12,Brain,medical,0.9998698234558105,0.902734770580513,0.9895413945339772,0.9998698234558105,0.9027343831755343,0.9895431171258157,Brain,3.8740497865230594e-07,-1.722591838504428e-06,1,Ungood/img/00002_84.png,0.07142857142857142,8.353898738278076e-05,0.0042459964752197266,8.353898738278076e-05,0.0,7.875235931375333e-05,0.00014576508650863506
12,Brain,medical,0.9998413324356079,0.6785543839785966,0.9851581177142552,0.9998412132263184,0.6786343379199404,0.9851618939851724,Brain,-7.995394134385769e-05,-3.7762709171884623e-06,1,Ungood/img/00002_92.png,0.0486128710066934,0.0001238749537151307,0.0033195018768310547,0.0001238749537151307,0.0,0.00012817849197017652,3.9651771742885956e-05
12,Brain,medical,0.9989538192749023,0.8897729329074654,0.9899638496896366,0.9989521503448486,0.8896232470562598,0.9899428304705205,Brain,0.000149685851205561,2.1019219116125143e-05,1,Ungood/img/00006_60.png,0.05161670219585277,4.610674295690842e-05,0.0030605196952819824,4.610674295690842e-05,6.852598488649164e-10,3.4792840027707586e-05,0.00025398364899148793
12,Brain,medical,0.9989861845970154,0.8977648888538226,0.9909334952545361,0.9989851117134094,0.8976190096684721,0.9909175037071876,Brain,0.00014587918535047262,1.599154734854835e-05,1,Ungood/img/00006_68.png,0.06203694041531879,9.657321061240509e-05,0.004270374774932861,9.657321061240509e-05,4.146187393416767e-09,7.81179587475771e-05,0.00037560613921477676
12,Brain,medical,0.9988671541213989,0.801965048745968,0.9876474947218198,0.9988658428192139,0.8015456469975475,0.9876171159306492,Brain,0.00041940174842047817,3.0378791170626585e-05,1,Ungood/img/00006_76.png,0.05921572427363933,5.825371772516519e-05,0.0038012564182281494,5.825371772516519e-05,3.0290578934000223e-09,3.180919475970379e-05,0.0004783885506470528
12,Brain,medical,0.9998862743377686,0.7982823285888411,0.9876012419190272,0.999886155128479,0.7978125519485142,0.9875759849494089,Brain,0.00046977664032687994,2.5256969618303593e-05,1,Ungood/img/00006_84.png,0.04748736602018455,4.8383713874500245e-05,0.002887904644012451,4.8383713874500245e-05,4.459892011254851e-09,3.870492942984608e-05,0.00024252297820704939
12,Brain,medical,0.9994694590568542,0.9464389758953495,0.9977427409653794,0.9994683861732483,0.9463601037631459,0.9977386792329332,Brain,7.887213220358902e-05,4.061732446158928e-06,1,Ungood/img/00006_92.png,0.032259507162982065,6.198907794896513e-05,0.002983987331390381,6.198907794896513e-05,2.0540085188258672e-09,6.0398777983513955e-05,0.00010969583461553464
12,Brain,medical,4.647578407457331e-06,0.031114770031160383,0.9145780712964987,4.616902970155934e-06,0.03136021755734799,0.9152482914013171,Brain,-0.0002454475261876067,-0.0006702201048184309,1,Ungood/img/00009_60.png,0.005981574514393047,5.909148170779588e-10,4.613639248418622e-08,5.908368239104789e-10,-6.17319528828375e-11,5.93194414972587e-10,1.9904488552361227e-10
12,Brain,medical,0.7792781591415405,0.03807303990270594,0.8841629932044678,0.7785376906394958,0.03808691480860175,0.8841897468041766,Brain,-1.387490589580681e-05,-2.6753599708828624e-05,1,Ungood/img/00009_68.png,0.009876119914729954,1.6168676665984094e-05,0.001993507146835327,1.6168676665984094e-05,4.587263902067207e-11,1.6329238073577144e-05,7.145771929091732e-08
12,Brain,medical,3.021345219167415e-05,0.055942605472249406,0.9333059313869673,3.018899769813288e-05,0.056312006721572,0.9337970401544637,Brain,-0.00036940124932259566,-0.0004911087674964731,1,Ungood/img/00009_76.png,0.007360504464751569,1.1940156641188082e-09,9.675932233221829e-08,1.1940156641188082e-09,7.468514695574413e-11,1.188338988396304e-09,1.959568269112539e-09
12,Brain,medical,0.0013745891628786922,0.7395202862029678,0.993643795767534,0.0013698262628167868,0.7395560442389066,0.99365266131234,Brain,-3.5758035938804333e-05,-8.865544805947145e-06,1,Ungood/img/00009_84.png,0.010852551393091934,1.8290505110485356e-08,4.858360625803471e-06,1.8290505110485356e-08,6.392397722265741e-11,4.486359042463291e-09,1.2764587866795809e-06
12,Brain,medical,0.01643683947622776,0.8819573838254594,0.9980340786888792,0.016428519040346146,0.8821182442350548,0.9980368026130518,Brain,-0.00016086040959539805,-2.723924172665093e-06,1,Ungood/img/00009_92.png,0.013215366497219778,3.742406207152271e-08,2.177804708480835e-05,2.689514388976022e-08,-7.12275505065918e-06,3.1199590312063694e-09,1.8021759048815793e-06
12,Brain,medical,0.9992245435714722,0.018020399574501342,0.8606920528368812,0.9992233514785767,0.01801563194341434,0.8606545564659295,Brain,4.767631087001373e-06,3.749637095173952e-05,1,Ungood/img/00012_60.png,0.005582802880100177,0.00013624256826005876,0.004119902849197388,0.00013624256826005876,1.2467040733099566e-09,0.00013169573560717964,0.0009461317617988316
12,Brain,medical,0.9973673224449158,0.5803448447286693,0.9720063939497638,0.9973587393760681,0.5797357182050388,0.9719730021483033,Brain,0.0006091265236305432,3.339180146055831e-05,1,Ungood/img/00012_68.png,0.04186729476304766,6.510197999887168e-05,0.0038490891456604004,6.510197999887168e-05,7.769642706989544e-10,4.242728217347009e-05,0.0005840122948775559
12,Brain,medical,0.9993523955345154,0.7547159898368563,0.9826341180668114,0.9993521571159363,0.754648570544749,0.9826267671297862,Brain,6.74192921072958e-05,7.350937025196735e-06,1,Ungood/img/00012_76.png,0.0674594892741611,9.168890392174944e-05,0.0030363798141479492,9.168890392174944e-05,4.575397838380013e-10,7.9165518983634e-05,0.00026480861337044894
12,Brain,medical,0.9998853206634521,0.8638609269253372,0.9874166647073875,0.9998852014541626,0.8636836692295112,0.9874010337579766,Brain,0.00017725769582599415,1.5630949410927464e-05,1,Ungood/img/00012_84.png,0.09160939759395358,8.814469765638933e-05,0.004013329744338989,8.814469765638933e-05,1.978577301997575e-09,7.143985727352492e-05,0.0002537884167021389
12,Brain,medical,0.9999048709869385,0.754488419161887,0.9735981577637997,0.9999047517776489,0.754386071937734,0.9735806654727296,Brain,0.0001023472241530321,1.749229107006478e-05,1,Ungood/img/00012_92.png,0.09981589421743862,0.00015752992476336658,0.0036949515342712402,0.00015752992476336658,4.39808189867108e-09,0.00014263065780150585,0.00029189806270602924
12,Brain,medical,0.0012939051957800984,0.0758367932779648,0.8275863950223694,0.0012681849766522646,0.0759417521249953,0.8278014134657938,Brain,-0.00010495884703048963,-0.00021501844342441956,1,Ungood/img/00016_60.png,0.030485532416034345,1.7692870812879846e-07,2.638122532516718e-05,1.7692870812879846e-07,7.72750752275897e-11,1.8150481564746166e-07,3.1397582322277574e-08
12,Brain,medical,0.8219981789588928,0.551881292988463,0.9510441859198296,0.8217993378639221,0.5521885287845053,0.9511578828466195,Brain,-0.00030723579604230444,-0.00011369692678986354,1,Ungood/img/00016_68.png,0.03749944097434445,7.27988390281098e-06,0.0009799301624298096,7.27988390281098e-06,9.882716867082308e-11,2.6071072048862026e-06,0.00012721635782582624
12,Brain,medical,0.5025418400764465,0.7086671164130204,0.9612432521632243,0.5017964839935303,0.7084520163163659,0.9612228637865486,Brain,0.00021510009665448582,2.0388376675617437e-05,1,Ungood/img/00016_76.png,0.035054635440735823,4.501628609432373e-06,0.0012666285037994385,4.501628609432373e-06,1.202855592907781e-10,1.5143334881211576e-07,0.00012424900654710872
12,Brain,medical,0.9786120653152466,0.6601285719160461,0.96218694893313,0.9785664081573486,0.6601293692053996,0.9621876255408258,Brain,-7.972893534269332e-07,-6.766076958708567e-07,1,Ungood/img/00016_84.png,0.029725257524485325,1.4479378478426952e-05,0.001414865255355835,1.4479378478426952e-05,3.2222224888300843e-10,5.981175354725862e-06,0.0002918727807188259
12,Brain,medical,0.004609353374689817,0.1845414017276717,0.9417690473891023,0.004590942990034819,0.18468052955299044,0.9419169035991152,Brain,-0.00013912782531874668,-0.00014785621001289773,1,Ungood/img/00016_92.png,0.019979576929383878,7.001397506201101e-08,1.841038465499878e-05,7.001397506201101e-08,1.241922120698291e-10,6.337820196304483e-08,3.9550604692764627e-07
12,Brain,medical,0.0015439963899552822,0.05886646932303587,0.6756871296351009,0.0015001018764451146,0.058990717054890805,0.676403179070132,Brain,-0.0001242477318549387,-0.0007160494350311186,1,Ungood/img/00017_60.png,0.041550513558235566,3.998748638878169e-07,4.537997301667929e-05,3.771303056510078e-07,-2.377753844484687e-06,3.9340669244841955e-07,1.68163049648667e-09
12,Brain,medical,0.0005908086895942688,0.10123447099824269,0.7896004526258404,0.0005895059439353645,0.10155149669620044,0.7900238790375739,Brain,-0.0003170256979577457,-0.00042342641173342965,1,Ungood/img/00017_68.png,0.04018649095869173,1.0548773410334888e-08,1.7296697478741407e-06,8.079329205656904e-09,-3.971508704125881e-07,9.057099186066781e-09,-1.527368022596614e-08
12,Brain,medical,0.0009661323274485767,0.11448486423923024,0.830242671953827,0.0009456587722525001,0.11510715581467079,0.830532079164288,Brain,-0.0006222915754405534,-0.00028940721046100126,1,Ungood/img/00017_76.png,0.03885600989848094,2.8906308102705225e-07,2.13680905289948e-05,2.8906308102705225e-07,7.278888602968436e-11,2.7176733845221944e-07,7.168916345099686e-07
12,Brain,medical,0.15978486835956573,0.23865658927615765,0.9263439395126185,0.1596047431230545,0.23865696679114162,0.926354579174501,Brain,-3.775149839679859e-07,-1.063966188252774e-05,1,Ungood/img/00017_84.png,0.029904145734261565,2.3394593426928623e-06,0.00023291632533073425,2.3394593426928623e-06,3.022782024686421e-10,1.610156370996529e-06,2.5998181959002804e-05
12,Brain,medical,0.7835233807563782,0.5674022828786137,0.9693407716950386,0.7827935218811035,0.5666541681785869,0.9692075517450958,Brain,0.0007481147000267807,0.00013321994994286435,1,Ungood/img/00017_92.png,0.019845410772051698,1.6360972949769348e-05,0.002920806407928467,1.6360972949769348e-05,7.64575958100977e-10,4.783963323682573e-06,0.000588143600428044
12,Liver,medical,1.7191820006701164e-05,,,1.681317553448025e-05,,,Liver,,,0,good/img/10_295.png,0.0,1.124983439737548e-09,3.786444722209126e-07,1.124983439737548e-09,9.531753164537804e-11,1.1249835509700416e-09,
12,Liver,medical,1.5049297871883027e-05,,,1.477691148465965e-05,,,Liver,,,0,good/img/10_296.png,0.0,1.0523178994858995e-09,2.723863872233778e-07,1.0523178994858995e-09,8.254374961325084e-11,1.052317935430241e-09,
12,Liver,medical,3.735830659934436e-06,,,3.669258830996114e-06,,,Liver,,,0,good/img/10_297.png,0.0,3.1725200244636653e-10,6.657182893832214e-08,3.1725200244636653e-10,5.6770588230392605e-11,3.1725201517037873e-10,
12,Liver,medical,6.31499569863081e-05,,,6.224085518624634e-05,,,Liver,,,0,good/img/10_298.png,0.0,1.6583566742056632e-09,9.091018000617623e-07,1.6583566742056632e-09,6.336131619377738e-11,1.6583567368525556e-09,
12,Liver,medical,2.6369056286057457e-05,,,2.6059269657707773e-05,,,Liver,,,0,good/img/10_299.png,0.0,8.914746163490861e-10,3.097866283496842e-07,8.914746163490861e-10,5.922018431192555e-11,8.914745987493013e-10,
12,Liver,medical,0.002680026926100254,,,0.002653170144185424,,,Liver,,,0,good/img/10_300.png,0.0,3.661423875200853e-08,2.6856781914830208e-05,3.661423875200853e-08,5.388445245557705e-11,3.661423998587857e-08,
12,Liver,medical,0.0015944093465805054,,,0.0015807872405275702,,,Liver,,,0,good/img/10_301.png,0.0,2.0348629448108113e-08,1.3622106052935123e-05,2.0348629448108113e-08,6.998313040185167e-11,2.034862911452483e-08,
12,Liver,medical,4.777188223670237e-06,,,4.57247597296373e-06,,,Liver,,,0,good/img/10_302.png,0.0,7.134493551497201e-10,2.047122507065069e-07,7.134493551497201e-10,4.320144242342394e-11,7.134493487049615e-10,
12,Liver,medical,7.188388053691597e-07,,,6.905927989464544e-07,,,Liver,,,0,good/img/10_303.png,0.0,3.167484330379722e-10,2.824600642270525e-08,3.167484330379722e-10,5.0667470219423194e-11,3.1674843807387075e-10,
12,Liver,medical,6.49735227398196e-07,,,6.202963049872778e-07,,,Liver,,,0,good/img/10_304.png,0.0,3.3186639547544416e-10,2.9438922410918167e-08,3.3186639547544416e-10,5.113065526529681e-11,3.318663975115675e-10,
12,Liver,medical,2.1678295070159947e-07,,,2.0701816083601443e-07,,,Liver,,,0,good/img/10_306.png,0.0,2.6529684005183185e-10,9.764789865585044e-09,2.6529684005183185e-10,6.379297090575164e-11,2.652968412260887e-10,
12,Liver,medical,6.010690412949771e-06,,,5.791549028799636e-06,,,Liver,,,0,good/img/10_308.png,0.0,1.0311951292862886e-09,2.2465656002168544e-07,1.0311951292862886e-09,3.9034997456610654e-11,1.0311951824133426e-09,
12,Liver,medical,2.098944378303713e-06,,,2.020241936406819e-06,,,Liver,,,0,good/img/10_309.png,0.0,5.659798740786925e-10,7.870244189689402e-08,5.659798740786925e-10,5.449107831623223e-11,5.659798784711911e-10,
12,Liver,medical,5.863401383976452e-06,,,5.630348368867999e-06,,,Liver,,,0,good/img/10_310.png,0.0,1.017830486560456e-09,2.330530151084531e-07,1.017830486560456e-09,3.595435060788077e-11,1.0178304911565254e-09,
12,Liver,medical,4.356514182290994e-06,,,4.20256901634275e-06,,,Liver,,,0,good/img/10_311.png,0.0,9.100831199759796e-10,1.539451659482438e-07,9.100831199759796e-10,5.788747259316551e-11,9.100831023629544e-10,
12,Liver,medical,9.815183148020878e-06,,,9.418507943337318e-06,,,Liver,,,0,good/img/10_312.png,0.0,1.3697940559609378e-09,3.966752046835609e-07,1.3697940559609378e-09,5.920774981404975e-11,1.3697940990269524e-09,
12,Liver,medical,1.8644936062628403e-05,,,1.7779957488528453e-05,,,Liver,,,0,good/img/10_313.png,0.0,2.4996422709477883e-09,8.649785740999505e-07,2.4996422709477883e-09,6.033085142576056e-11,2.4996422548557526e-09,
12,Liver,medical,7.686787284910679e-05,,,7.375552377197891e-05,,,Liver,,,0,good/img/10_314.png,0.0,8.462020417709937e-09,3.112349077127874e-06,8.462020417709937e-09,5.88595838735273e-11,8.462020476976392e-09,
12,Liver,medical,1.5230467397486791e-05,,,1.472324765927624e-05,,,Liver,,,0,good/img/10_315.png,0.0,1.7181933653631631e-09,5.072197382105514e-07,1.7181933653631631e-09,6.611022840274927e-11,1.7181935234897985e-09,
12,Liver,medical,1.660394627833739e-05,,,1.586099278938491e-05,,,Liver,,,0,good/img/10_316.png,0.0,2.3899837664487222e-09,7.429534889524803e-07,2.3899837664487222e-09,5.4919624403737544e-11,2.389983840285397e-09,
12,Liver,medical,1.390958368574502e-05,,,1.342282848781906e-05,,,Liver,,,0,good/img/10_317.png,0.0,2.0681358847696174e-09,4.867551979259588e-07,2.0681358847696174e-09,7.181943928458168e-11,2.0681356589490194e-09,
12,Liver,medical,8.997700206236914e-05,,,8.656895806780085e-05,,,Liver,,,0,good/img/10_318.png,0.0,8.052780664513648e-09,3.4080439945682883e-06,8.052780664513648e-09,4.8260506702035855e-11,8.052779658535502e-09,
12,Liver,medical,3.3286905818386e-05,,,3.2198782719206065e-05,,,Liver,,,0,good/img/10_319.png,0.0,3.3762583839802573e-09,1.0904223017860204e-06,3.3762583839802573e-09,6.573763755568507e-11,3.3762583946991785e-09,
12,Liver,medical,6.651427156612044e-06,,,6.4261671468557324e-06,,,Liver,,,0,good/img/10_320.png,0.0,1.2052878695101299e-09,2.2526000975631177e-07,1.2052878695101299e-09,5.198730335109758e-11,1.2052880129324875e-09,
12,Liver,medical,2.401421170361573e-06,,,2.316103291377658e-06,,,Liver,,,0,good/img/10_321.png,0.0,6.879695146899678e-10,8.531787898391485e-08,6.879695146899678e-10,6.503242389044317e-11,6.879695272120641e-10,
12,Liver,medical,4.9951986511587165e-06,,,4.769249244418461e-06,,,Liver,,,0,good/img/10_322.png,0.0,1.0986457299466679e-09,2.2594940674025565e-07,1.0986457299466679e-09,7.636025145529857e-11,1.098645660739991e-09,
12,Liver,medical,9.782611414266285e-07,,,9.360887247567007e-07,,,Liver,,,0,good/img/10_323.png,0.0,4.928593089204014e-10,4.217241666992777e-08,4.928593089204014e-10,7.936140633546529e-11,4.928592949517928e-10,
12,Liver,medical,7.986751370481215e-06,,,7.730601282673888e-06,,,Liver,,,0,good/img/10_324.png,0.0,1.294460649781115e-09,2.5635017664171755e-07,1.294460649781115e-09,7.011502489717714e-11,1.2944607609705775e-09,
12,Liver,medical,2.520227099012118e-06,,,2.4214841687353328e-06,,,Liver,,,0,good/img/10_325.png,0.0,9.490593866345876e-10,9.874293027678505e-08,9.490593866345876e-10,5.487477139354269e-11,9.490593005191086e-10,
12,Liver,medical,2.3628697363164974e-06,,,2.269099468321656e-06,,,Liver,,,0,good/img/10_326.png,0.0,7.480097652390327e-10,9.377026799484156e-08,7.480097652390327e-10,6.34421404299701e-11,7.480097492214742e-10,
12,Liver,medical,1.0729454515967518e-06,0.00906525130319524,0.9971136798053425,1.0251305866404437e-06,0.009108902452082755,0.9971269906345006,Liver,-4.365114888751562e-05,-1.3310829158119653e-05,1,ungood/img/10_327.png,5.2175727851403525e-05,5.545115477900708e-10,4.794367214344675e-08,5.545115477900708e-10,5.680655945639046e-11,5.530686800051464e-10,2.8206739801005043e-08
12,Liver,medical,0.00018859414558392018,0.054484718934999454,0.9977688391506896,0.00018031815125141293,0.05461882536890773,0.9977744558227617,Liver,-0.00013410643390827232,-5.616672072106255e-06,1,ungood/img/10_328.png,0.000279512827775376,3.510438517650982e-08,8.275994332507253e-06,3.510438517650982e-08,3.751710053734314e-11,3.407381338055401e-08,3.7210967275314034e-06
12,Liver,medical,0.0001693220838205889,0.3653476414427303,0.9993132269429486,0.0001637080276850611,0.3632351679668165,0.9993072733299271,Liver,0.002112473475913812,5.953613021469906e-06,1,ungood/img/10_329.png,0.0007155528391049626,1.3844377200200597e-08,5.61405613552779e-06,1.3844377200200597e-08,5.226263866120462e-11,1.1340061944002489e-08,3.511172347240669e-06
12,Liver,medical,0.0008957171812653542,0.19852956546761558,0.996142247646282,0.000874799326993525,0.19963147189055147,0.9961603157265716,Liver,-0.0011019064229358944,-1.8068080289590505e-05,1,ungood/img/10_330.png,0.0014087446519878953,8.841331577968958e-08,2.1012325305491686e-05,8.841331577968958e-08,2.099254103882231e-11,7.798363801401799e-08,7.481509884301987e-06
12,Liver,medical,0.005418978165835142,0.5835756801225553,0.9990715371530018,0.005382533185184002,0.581891290078836,0.9990674064775176,Liver,0.0016843900437193415,4.130675484215196e-06,1,ungood/img/10_332.png,0.0018224236370954518,7.939582502558551e-08,3.7060584872961044e-05,7.939582502558551e-08,2.999378523327323e-11,4.111458366922388e-08,2.1046792632654493e-05
12,Liver,medical,0.0005029801977798343,0.8498680881366807,0.9996409358869672,0.0004950746661052108,0.8483860022938255,0.9996366658557623,Liver,0.0014820858428551409,4.2700312049559486e-06,1,ungood/img/10_333.png,0.0020795754386487976,1.4564142780670863e-08,8.118862751871347e-06,1.4564142780670863e-08,4.376010664941532e-11,6.583995551917268e-09,3.843976534023884e-06
12,Liver,medical,0.005327879451215267,0.6010844008049824,0.9988834826043744,0.0052535757422447205,0.5993655314045352,0.9988777571185647,Liver,0.0017188694004471872,5.72548580968224e-06,1,ungood/img/10_334.png,0.0023367272402021436,1.32430429289343e-07,7.535703480243683e-05,1.32430429289343e-07,2.567546175669122e-11,6.058312880818896e-08,3.0807563794614894e-05
